ano_campeonato,mes,dia,week_day,rodada,estadio,arbitro,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante
2011,10,9,0,28,Estádio Beira-Rio,Alício Pena Junior,Internacional,Vasco da Gama,Dorival Júnior,Cristóvão Borges,7,1,19250000,13750000,28.3,27.2,3,0,0,0,14,2,15,13,13,14,1,7,0,2,20,9,6,3
2011,10,23,0,31,Estádio Beira-Rio,Evandro Rogerio Roman,Internacional,Corinthians,Dorival Júnior,Tite,7,1,20050000,23600000,26.4,28.2,1,1,0,0,11,2,18,15,15,18,4,4,1,2,19,10,8,3
2011,11,16,3,35,Estádio Beira-Rio,Paulo César de Oliveira,Internacional,EC Bahia,Dorival Júnior,Joel Santana,9,14,25400000,3850000,26.7,26.1,1,0,1,0,6,5,11,15,15,10,4,4,0,2,21,11,9,3
2011,12,4,0,38,Estádio Beira-Rio,Leandro Pedro Vuaden,Internacional,Grêmio,Dorival Júnior,Celso Roth,6,12,21000000,20800000,27.9,25.8,1,0,0,0,11,1,19,16,15,18,3,5,0,2,24,13,9,6
2011,7,10,0,9,Estádio Olímpico Monumental,Sandro Ricci,Grêmio,Coritiba FC,Julinho Camargo,Marcelo Oliveira,16,12,17450000,5050000,26.1,27.9,2,0,0,0,7,4,23,16,16,21,5,4,2,4,12,18,4,7
2011,8,3,3,14,Estádio Olímpico Monumental,Guilherme Ceretta de Lima,Grêmio,Atlético-MG,Julinho Camargo,Dorival Júnior,12,16,24450000,12200000,27.2,26.3,2,2,0,0,7,2,9,15,15,9,1,7,1,0,11,9,4,3
2011,7,7,4,8,Estádio Raimundo Sampaio,Pablo dos Santos Alves,América-MG,Palmeiras,Mauro Fernandes,Luiz Felipe Scolari,18,3,3500000,13400000,29.4,26.7,1,1,0,0,6,2,14,11,9,11,3,8,2,0,17,4,7,1
2011,6,26,0,6,Estádio Governador Plácido Castelo,Héber Lopes,Ceará SC,Palmeiras,Vágner Mancini,Luiz Felipe Scolari,17,2,4750000,15000000,28.5,28.2,2,0,2,0,9,7,10,15,15,9,2,5,4,2,23,10,8,4
2011,7,6,3,8,Estádio Governador Plácido Castelo,Marcelo de Lima Henrique,Ceará SC,Atlético-MG,Vágner Mancini,Dorival Júnior,17,14,5000000,13450000,28.2,26,3,0,1,0,2,4,16,17,17,14,4,1,2,0,9,11,6,5
2011,7,17,0,10,Estádio Governador Plácido Castelo,Nielson Nogueira Dias,Ceará SC,América-MG,Vágner Mancini,Antônio Lopes,13,18,4850000,3250000,28.5,28.8,4,0,2,0,2,3,13,14,14,13,2,1,1,2,11,9,6,3
2011,8,17,3,17,Estádio Governador Plácido Castelo,Alício Pena Junior,Ceará SC,Grêmio,Vágner Mancini,Celso Roth,14,11,5000000,20450000,27.7,26.4,3,0,1,0,6,6,17,14,13,17,1,3,0,1,14,10,4,7
2011,8,28,0,19,Estádio Governador Plácido Castelo,Wilton Sampaio,Ceará SC,EC Bahia,Vágner Mancini,Renê Simões,13,16,4150000,3800000,28.4,24.9,3,0,1,0,2,7,22,19,17,22,2,2,1,1,8,16,5,10
2011,9,4,0,21,Estádio Governador Plácido Castelo,Wilson Luiz Seneme,Ceará SC,Internacional,Vágner Mancini,Dorival Júnior,13,8,4200000,17800000,29.4,25.2,1,1,1,0,8,3,14,9,8,14,2,3,3,2,17,7,5,2
2011,9,11,0,23,Estádio Governador Plácido Castelo,Sandro Ricci,Ceará SC,Atlético-GO,Vágner Mancini,Hélio dos Anjos,15,12,5400000,5500000,29.2,28.9,1,1,1,0,8,1,15,8,8,15,1,5,2,0,22,6,10,4
2011,10,5,3,28,Estádio Governador Magalhães Pinto,Paulo Henrique de Godoy Bezerra,Cruzeiro,São Paulo,Vágner Mancini,Adilson Batista,16,3,19450000,30100000,28.7,29.1,3,3,1,0,8,6,20,19,19,19,3,3,3,3,15,12,6,3
2011,10,16,0,30,Estádio Governador Magalhães Pinto,Pablo dos Santos Alves,Cruzeiro,Corinthians,Vágner Mancini,Tite,16,1,21500000,23300000,28,28,0,1,0,0,5,1,23,14,13,22,3,4,3,4,9,9,2,4
2011,11,13,0,34,Estádio Governador Magalhães Pinto,Luiz Flávio de Oliveira,Cruzeiro,Internacional,Vágner Mancini,Dorival Júnior,17,7,18350000,16650000,29.5,26,1,0,1,0,5,4,17,18,17,17,1,3,2,0,12,12,5,5
2011,12,4,0,38,Estádio Governador Magalhães Pinto,Marcelo de Lima Henrique,Cruzeiro,Atlético-MG,Vágner Mancini,Cuca,16,14,15250000,13950000,26.8,25.4,6,1,4,0,7,2,19,16,15,18,1,2,0,0,12,9,7,6
2011,9,18,0,24,Estádio Governador Magalhães Pinto,Marcelo de Lima Henrique,Cruzeiro,América-MG,Émerson Ávila,Givanildo Oliveira,14,20,19600000,3250000,27.7,28.8,0,0,0,0,6,7,16,16,16,15,5,6,1,5,16,16,6,6
2011,11,16,3,35,Estádio Governador Plácido Castelo,Elmo Alves Resende Cunha,Ceará SC,Corinthians,Dimas Filgueiras,Tite,17,2,5550000,17850000,28.7,28.5,0,1,0,0,3,6,20,12,11,19,2,6,1,5,18,10,4,5
2011,8,21,0,18,Estádio Serra Dourada,Héber Lopes,Atlético-GO,Grêmio,Hélio dos Anjos,Celso Roth,15,13,5500000,26150000,28.1,28.1,1,0,0,0,4,3,23,15,15,22,3,3,0,0,12,4,5,1
2011,8,31,3,20,Estádio Serra Dourada,Jean Pierre Goncalves Lima,Atlético-GO,Coritiba FC,Hélio dos Anjos,Marcelo Oliveira,11,9,5750000,5600000,28.5,27.4,3,1,1,0,5,5,11,15,15,9,1,3,3,0,21,9,12,4
2011,10,2,0,27,Estádio Serra Dourada,Alício Pena Junior,Atlético-GO,Botafogo,Hélio dos Anjos,Caio Júnior,13,4,5000000,20750000,28.4,27.5,2,0,2,0,6,3,18,15,12,17,2,4,1,0,19,7,6,3
2011,10,16,0,30,Estádio Serra Dourada,Sandro Ricci,Atlético-GO,São Paulo,Hélio dos Anjos,Adilson Batista,12,5,5200000,39650000,29.1,26.3,3,0,1,0,4,5,13,12,12,13,4,4,1,0,12,18,6,8
2011,10,30,0,32,Estádio Serra Dourada,Marcos André Gomes da Penha,Atlético-GO,Internacional,Hélio dos Anjos,Dorival Júnior,11,7,5100000,24650000,29,27.3,0,1,0,0,7,6,19,11,11,18,3,4,2,3,14,12,5,5
2011,11,20,0,36,Estádio Serra Dourada,Paulo César de Oliveira,Atlético-GO,Flamengo,Hélio dos Anjos,Vanderlei Luxemburgo,12,5,6000000,29900000,28.7,28.5,0,0,0,0,6,4,17,13,12,15,1,4,0,0,10,7,5,4
2011,12,4,0,38,Estádio Serra Dourada,Héber Lopes,Atlético-GO,América-MG,Hélio dos Anjos,Givanildo Oliveira,13,19,5100000,2700000,29.2,28.2,5,1,3,0,8,5,8,18,18,8,0,7,1,1,24,9,11,5
2011,5,22,0,1,Estádio Major Antônio Couto Pereira,Cleber Wellington Abade,Coritiba FC,Atlético-GO,Marcelo Oliveira,Paulo César Gusmão,16,9,5250000,5800000,27.1,28.8,0,1,0,0,9,5,22,16,16,20,1,5,1,1,16,9,10,4
2011,6,19,0,5,Estádio Major Antônio Couto Pereira,Luiz Flávio de Oliveira,Coritiba FC,Internacional,Marcelo Oliveira,Falcão,16,12,5050000,17600000,27.1,28.5,1,1,0,0,11,1,13,14,14,13,4,7,2,0,23,19,9,8
2011,6,30,4,7,Estádio Major Antônio Couto Pereira,Alício Pena Junior,Coritiba FC,Ceará SC,Marcelo Oliveira,Vágner Mancini,18,15,4900000,4850000,28,28.3,3,1,2,0,4,7,8,7,6,8,1,1,1,3,8,18,4,9
2011,7,16,6,10,Estádio Major Antônio Couto Pereira,Paulo César de Oliveira,Coritiba FC,Fluminense,Marcelo Oliveira,Abel Braga,15,11,5050000,19250000,28.2,26.8,3,1,2,0,2,6,12,17,16,10,7,1,0,1,12,21,6,8
2011,8,14,0,16,Estádio Major Antônio Couto Pereira,Leandro Pedro Vuaden,Coritiba FC,Atlético-MG,Marcelo Oliveira,Cuca,10,16,4750000,15150000,27.9,24.1,3,0,1,0,2,5,16,13,13,15,5,3,0,0,15,15,7,3
2011,8,27,6,19,Estádio Major Antônio Couto Pereira,Héber Lopes,Coritiba FC,Atlético-PR,Marcelo Oliveira,Renato Gaúcho,9,17,4350000,8850000,28,25.5,1,1,1,0,7,3,14,13,12,13,2,2,3,2,15,18,9,10
2011,9,4,0,21,Estádio Major Antônio Couto Pereira,Wilton Sampaio,Coritiba FC,Corinthians,Marcelo Oliveira,Tite,12,1,4850000,17350000,27.9,27.8,1,0,0,0,1,4,19,21,17,17,2,4,2,1,14,5,4,0
2011,9,11,0,23,Estádio Major Antônio Couto Pereira,Fabrício Neves Corrêa,Coritiba FC,Botafogo,Marcelo Oliveira,Caio Júnior,11,4,4900000,17400000,27.1,27.4,5,0,1,0,3,3,22,16,13,21,0,6,2,0,13,5,3,4
2011,9,21,3,25,Estádio Major Antônio Couto Pereira,André Luiz de Freitas Castro,Coritiba FC,Cruzeiro,Marcelo Oliveira,Émerson Ávila,10,14,5000000,17250000,27.4,27.1,2,1,1,0,7,3,14,17,16,12,2,1,6,2,16,4,9,1
2011,10,8,6,28,Estádio Major Antônio Couto Pereira,Dewson Fernando Freitas da Silva,Coritiba FC,Grêmio,Marcelo Oliveira,Celso Roth,12,9,4750000,19650000,27.3,27.7,2,0,1,0,2,7,17,24,23,16,3,7,2,2,22,9,8,2
2011,10,16,0,30,Estádio Major Antônio Couto Pereira,Jean Pierre Goncalves Lima,Coritiba FC,EC Bahia,Marcelo Oliveira,Joel Santana,11,14,4600000,4400000,26.3,26.9,0,0,0,0,2,3,18,16,15,17,3,1,2,1,16,11,8,7
2011,11,13,0,34,Estádio Major Antônio Couto Pereira,Jailson Macedo Freitas,Coritiba FC,Flamengo,Marcelo Oliveira,Vanderlei Luxemburgo,9,4,4600000,23750000,27.2,28.7,2,0,2,0,7,6,13,14,14,13,1,3,1,1,16,7,6,6
2011,11,20,0,36,Estádio Major Antônio Couto Pereira,Elmo Alves Resende Cunha,Coritiba FC,Santos FC,Marcelo Oliveira,Muricy Ramalho,10,9,4450000,10400000,27.9,24.5,1,0,0,0,3,5,21,14,13,18,4,3,1,0,14,13,6,6
2011,9,7,3,22,Estádio Aderbal Ramos da Silva,Gutemberg de Paula Fonseca,Avaí FC,Santos FC,Toninho Cecílio,Muricy Ramalho,18,15,4350000,59000000,26.3,26.2,1,2,1,0,6,2,17,13,11,15,1,1,4,1,13,8,9,4
2011,10,9,0,28,Estádio Aderbal Ramos da Silva,Sandro Ricci,Avaí FC,Atlético-PR,Toninho Cecílio,Antônio Lopes,19,17,4050000,7650000,25.5,25.7,3,0,3,0,5,4,14,18,18,14,2,4,1,1,13,11,4,6
2011,8,31,3,20,Estádio São Januário,Emerson de Almeida Ferreira,Vasco da Gama,Ceará SC,Cristóvão Borges,Vágner Mancini,4,13,16000000,4500000,28,29,3,1,0,0,10,3,14,20,19,14,3,4,4,1,14,6,7,1
2011,9,8,4,22,Estádio São Januário,Jefferson Schmidt,Vasco da Gama,Coritiba FC,Cristóvão Borges,Marcelo Oliveira,3,8,16550000,3900000,27,27.4,2,0,1,0,3,5,9,15,15,9,4,2,3,0,6,13,2,6
2011,9,17,6,24,Estádio São Januário,Ricardo Marques Ribeiro,Vasco da Gama,Grêmio,Cristóvão Borges,Celso Roth,2,9,16800000,21700000,25.7,26,4,0,2,0,10,4,13,17,17,13,5,7,0,2,22,13,10,5
2011,10,16,0,30,Estádio São Januário,Fabrício Neves Corrêa,Vasco da Gama,Atlético-MG,Cristóvão Borges,Cuca,2,17,16150000,8550000,25.3,25.2,2,0,2,0,4,10,13,12,11,13,4,4,0,0,16,13,7,5
2011,10,30,0,32,Estádio São Januário,Ricardo Marques Ribeiro,Vasco da Gama,São Paulo,Cristóvão Borges,Emerson Leão,1,6,12650000,28200000,27.1,23.8,0,0,0,0,6,5,15,11,11,14,2,2,5,3,15,11,7,6
2011,11,13,0,34,Estádio São Januário,Antonio de Carvalho Schneider,Vasco da Gama,Botafogo,Cristóvão Borges,Caio Júnior,2,5,16100000,20750000,25.8,27.7,2,0,1,0,5,1,14,14,13,13,1,8,1,2,17,13,6,6
2011,12,4,0,38,Estádio São Januário,Péricles Bassols Pegado Cortez,Vasco da Gama,Flamengo,Cristóvão Borges,Vanderlei Luxemburgo,2,4,16250000,27750000,26.6,27.8,1,1,1,0,2,6,22,12,11,22,3,2,2,2,8,13,5,7
2011,8,7,0,15,Estádio Raimundo Sampaio,Sandro Ricci,América-MG,Fluminense,Givanildo Oliveira,Abel Braga,20,7,2800000,17650000,26.2,27.3,3,0,1,0,5,4,20,14,13,19,3,3,2,0,15,11,6,6
2011,8,18,4,17,Estádio Raimundo Sampaio,Leandro Pedro Vuaden,América-MG,São Paulo,Givanildo Oliveira,Adilson Batista,20,3,2900000,25700000,26.6,27.5,1,1,0,0,6,3,15,17,16,14,5,4,3,1,14,9,5,3
2011,8,27,6,19,Estádio Raimundo Sampaio,Paulo César de Oliveira,América-MG,Atlético-GO,Givanildo Oliveira,Hélio dos Anjos,20,12,2900000,5400000,26.2,29,1,2,1,0,5,1,14,27,26,14,2,1,1,3,14,11,8,4
2011,9,10,6,23,Estádio Raimundo Sampaio,Salvio Fagundes Filho,América-MG,Avaí FC,Givanildo Oliveira,Toninho Cecílio,20,18,3500000,4750000,26.9,25.4,2,2,2,0,7,4,11,24,24,10,3,2,0,1,11,13,6,7
2011,9,21,3,25,Estádio Raimundo Sampaio,Jean Pierre Goncalves Lima,América-MG,Santos FC,Givanildo Oliveira,Muricy Ramalho,20,9,2900000,55950000,30,26.4,1,2,0,0,3,5,16,9,9,16,2,3,2,1,8,13,2,6
2011,10,8,6,28,Estádio Raimundo Sampaio,Cleber Wellington Abade,América-MG,Atlético-MG,Givanildo Oliveira,Cuca,20,18,3100000,9100000,28.9,25.8,0,0,0,0,5,10,17,12,12,17,2,3,4,1,8,13,2,8
2011,10,12,3,29,Estádio Raimundo Sampaio,Péricles Bassols Pegado Cortez,América-MG,Ceará SC,Givanildo Oliveira,Estevam Soares,20,15,2950000,4650000,27.3,28.5,4,1,1,0,3,6,15,12,11,15,3,3,0,1,11,13,6,6
2011,11,16,3,35,Estádio Raimundo Sampaio,André Luiz de Freitas Castro,América-MG,Botafogo,Givanildo Oliveira,Caio Júnior,19,6,3600000,19400000,28.1,28.7,2,1,2,0,4,3,17,23,19,16,3,2,1,0,15,8,9,1
2011,11,27,0,37,Estádio Raimundo Sampaio,Elmo Alves Resende Cunha,América-MG,Atlético-PR,Givanildo Oliveira,Antônio Lopes,19,18,3400000,6900000,28.6,26.7,2,1,1,0,3,1,16,15,15,13,3,1,1,1,13,7,5,4
2011,5,22,0,1,Allianz Parque,Márcio Chagas da Silva,Palmeiras,Botafogo,Luiz Felipe Scolari,Caio Júnior,7,14,18950000,15250000,26.1,25,1,0,0,0,4,5,17,14,13,16,2,0,1,2,6,20,1,7
2011,6,4,6,3,Allianz Parque,Péricles Bassols Pegado Cortez,Palmeiras,Atlético-PR,Luiz Felipe Scolari,Adilson Batista,6,19,16700000,7100000,26.3,26.2,1,0,0,0,5,9,8,9,8,7,3,3,0,2,19,16,12,7
2011,6,19,0,5,Allianz Parque,Fabrício Neves Corrêa,Palmeiras,Avaí FC,Luiz Felipe Scolari,Alexandre Gallo,3,20,15000000,5250000,28.1,25.4,5,0,4,0,3,8,15,21,21,15,3,1,0,3,9,7,6,2
2011,6,30,4,7,Allianz Parque,Nielson Nogueira Dias,Palmeiras,Atlético-GO,Luiz Felipe Scolari,Paulo César Gusmão,3,13,13200000,5400000,27.2,28.3,2,0,2,0,2,5,15,16,16,15,3,1,2,1,6,19,0,9
2011,7,10,0,9,Allianz Parque,Luiz Flávio de Oliveira,Palmeiras,Santos FC,Luiz Felipe Scolari,Muricy Ramalho,4,9,11650000,20150000,26.4,26.4,3,0,3,0,3,4,24,26,25,23,1,4,0,0,14,10,4,3
2011,7,20,3,10,Allianz Parque,Leandro Pedro Vuaden,Palmeiras,Flamengo,Luiz Felipe Scolari,Vanderlei Luxemburgo,3,2,15450000,27200000,26.3,28.8,0,0,0,0,9,3,15,20,19,14,2,8,0,2,26,4,12,2
2011,8,6,6,15,Allianz Parque,Ricardo Marques Ribeiro,Palmeiras,Grêmio,Luiz Felipe Scolari,Celso Roth,5,13,19600000,22450000,27,26.9,0,0,0,0,7,3,13,17,17,9,0,3,2,0,18,9,8,5
2011,8,18,4,17,Allianz Parque,André Luiz de Freitas Castro,Palmeiras,EC Bahia,Luiz Felipe Scolari,Renê Simões,6,13,18900000,5400000,27.3,25.7,1,1,0,0,2,3,19,15,15,18,1,2,1,0,14,14,6,5
2011,9,4,0,21,Allianz Parque,Leandro Pedro Vuaden,Palmeiras,Cruzeiro,Luiz Felipe Scolari,Émerson Ávila,6,11,16450000,10900000,25.8,27.4,1,1,0,0,2,5,20,19,17,19,1,5,1,1,15,7,4,4
2011,9,22,4,25,Allianz Parque,Wagner do Nascimento Magalhães,Palmeiras,Ceará SC,Luiz Felipe Scolari,Estevam Soares,8,16,18350000,4750000,25.8,29.4,1,0,1,0,0,4,15,25,23,15,0,1,2,2,9,13,6,8
2011,11,27,0,37,Allianz Parque,Luiz Flávio de Oliveira,Palmeiras,São Paulo,Luiz Felipe Scolari,Emerson Leão,12,7,16000000,29450000,26,27.1,1,0,0,0,11,4,10,22,21,10,1,5,0,0,17,1,7,0
2011,7,10,0,9,Estádio Serra Dourada,Wilton Sampaio,Atlético-GO,Corinthians,Paulo César Gusmão,Tite,15,1,5400000,21150000,28.4,27.1,0,1,0,0,5,3,10,11,10,9,3,1,1,2,17,6,10,2
2011,7,27,3,12,Estádio Serra Dourada,Cleber Wellington Abade,Atlético-GO,Cruzeiro,Paulo César Gusmão,Joel Santana,17,7,5000000,17850000,28.6,28.4,2,0,1,0,4,4,14,14,13,14,3,2,4,2,12,9,6,3
2011,5,21,6,1,Estádio Jornalista Mário Filho,André Luiz de Freitas Castro,Flamengo,Avaí FC,Vanderlei Luxemburgo,Silas,1,20,28750000,4880000,25.5,25.8,4,0,1,0,7,5,15,10,10,12,4,4,0,3,15,12,6,2
2011,6,19,0,5,Estádio Jornalista Mário Filho,Felipe Gomes da Silva,Flamengo,Botafogo,Vanderlei Luxemburgo,Caio Júnior,8,5,29900000,17100000,26.9,26,0,0,0,0,7,7,10,16,15,9,2,5,6,1,19,18,7,9
2011,6,25,6,6,Estádio Jornalista Mário Filho,Wilson Luiz Seneme,Flamengo,Atlético-MG,Vanderlei Luxemburgo,Dorival Júnior,8,5,21500000,15050000,27.7,26.1,4,1,0,0,4,5,15,16,15,15,4,4,2,0,18,12,8,5
2011,7,6,3,8,Estádio Jornalista Mário Filho,Márcio Chagas da Silva,Flamengo,São Paulo,Vanderlei Luxemburgo,Paulo César Carpegiani,5,2,27200000,21550000,28.8,26.8,1,0,0,0,6,5,19,21,20,18,0,4,3,0,14,12,4,4
2011,7,23,6,11,Estádio Jornalista Mário Filho,Celio Amorim,Flamengo,Ceará SC,Vanderlei Luxemburgo,Vágner Mancini,3,11,18350000,4250000,27.5,28.8,1,1,1,0,7,5,13,9,9,13,2,1,2,1,10,9,5,3
2011,7,30,6,13,Estádio Jornalista Mário Filho,Salvio Fagundes Filho,Flamengo,Grêmio,Vanderlei Luxemburgo,Julinho Camargo,3,10,27200000,21450000,28.8,26.2,2,0,1,0,6,2,22,13,12,22,3,1,1,2,20,15,10,6
2011,8,6,6,15,Estádio Jornalista Mário Filho,Elmo Alves Resende Cunha,Flamengo,Coritiba FC,Vanderlei Luxemburgo,Marcelo Oliveira,2,10,24550000,5150000,27.6,28.4,1,0,0,0,8,3,10,16,14,10,3,1,4,1,16,11,9,5
2011,10,9,0,28,Estádio Jornalista Mário Filho,Felipe Gomes da Silva,Flamengo,Fluminense,Vanderlei Luxemburgo,Abel Braga,5,6,16850000,18100000,27.2,28,3,2,0,0,7,4,14,15,15,13,1,4,2,1,12,11,5,3
2011,10,12,3,29,Estádio Jornalista Mário Filho,Emerson de Almeida Ferreira,Flamengo,Palmeiras,Vanderlei Luxemburgo,Luiz Felipe Scolari,3,10,25500000,14350000,27.6,24.9,1,1,0,0,8,2,19,13,12,19,3,2,3,1,15,10,7,3
2011,10,23,0,31,Estádio Jornalista Mário Filho,Paulo Henrique de Godoy Bezerra,Flamengo,Santos FC,Vanderlei Luxemburgo,Muricy Ramalho,4,13,17550000,59050000,27.7,25,1,1,0,0,8,3,14,15,15,13,2,4,4,0,20,12,8,3
2011,11,27,0,37,Estádio Jornalista Mário Filho,Evandro Rogerio Roman,Flamengo,Internacional,Vanderlei Luxemburgo,Dorival Júnior,5,4,25850000,22300000,27.6,27.3,1,0,1,0,5,6,12,21,19,13,4,2,5,0,16,14,11,5
2011,6,11,6,4,Estádio Cícero Pompeu de Toledo,Paulo Henrique de Godoy Bezerra,São Paulo,Grêmio,Paulo César Carpegiani,Renato Gaúcho,1,5,31600000,20600000,24.7,25.5,3,1,1,0,23,0,10,20,19,9,0,13,1,0,37,6,16,2
2011,8,28,0,19,Estádio Governador Magalhães Pinto,Salvio Fagundes Filho,Atlético-MG,Cruzeiro,Cuca,Joel Santana,18,11,16950000,17950000,25.3,27.5,1,2,0,1,5,8,10,13,12,10,0,3,1,0,14,10,5,7
2011,10,2,0,27,Estádio Governador Magalhães Pinto,Franscisco Carlos do Nascimento,Atlético-MG,Ceará SC,Cuca,Estevam Soares,17,15,9200000,4850000,26.5,28.6,1,1,1,1,7,3,12,19,17,12,4,4,1,3,16,16,8,8
2011,8,3,3,14,Estádio Municipal Paulo Machado de Carvalho,Antonio de Carvalho Schneider,Corinthians,América-MG,Tite,Givanildo Oliveira,1,20,19350000,2400000,26.5,26.8,2,1,1,1,2,6,16,22,21,16,3,5,0,0,11,15,3,8
2011,8,14,0,16,Estádio Municipal Paulo Machado de Carvalho,Paulo Henrique de Godoy Bezerra,Corinthians,Ceará SC,Tite,Vágner Mancini,2,15,23900000,5150000,27.6,27.5,2,2,2,1,5,8,18,4,3,15,7,1,2,0,12,30,7,13
2011,8,31,3,20,Estádio Municipal Paulo Machado de Carvalho,André Luiz de Freitas Castro,Corinthians,Grêmio,Tite,Celso Roth,1,14,19050000,20800000,28.4,25.9,3,2,1,1,9,1,14,14,11,13,1,0,0,1,14,7,8,3
2011,9,8,4,22,Estádio Municipal Paulo Machado de Carvalho,Márcio Chagas da Silva,Corinthians,Flamengo,Tite,Vanderlei Luxemburgo,1,5,25100000,25400000,28.5,28.9,2,1,0,1,1,5,18,26,26,16,3,2,2,3,9,12,7,4
2011,9,18,0,24,Estádio Municipal Paulo Machado de Carvalho,Wilson Luiz Seneme,Corinthians,Santos FC,Tite,Muricy Ramalho,1,11,25300000,57950000,28.1,26.5,1,3,1,1,5,1,14,15,15,14,0,4,2,2,11,4,4,3
2011,10,30,0,32,Estádio Municipal Paulo Machado de Carvalho,Leandro Pedro Vuaden,Corinthians,Avaí FC,Tite,Toninho Cecílio,2,19,20500000,3750000,27.2,27.2,2,1,0,1,0,1,22,15,13,22,4,2,0,4,8,10,2,5
2011,5,28,6,2,Estádio Aderbal Ramos da Silva,Marcelo de Lima Henrique,Avaí FC,Atlético-MG,Silas,Dorival Júnior,20,2,5950000,13800000,25.7,26.1,1,3,1,1,2,9,14,9,8,13,8,3,1,1,9,18,3,4
2011,7,10,0,9,Estádio Jornalista Mário Filho,Rodrigo Nunes de Sá,Fluminense,Flamengo,Abel Braga,Vanderlei Luxemburgo,10,2,17650000,27200000,26.9,28.8,0,1,0,1,8,5,14,11,11,13,3,4,1,0,15,10,6,4
2011,9,3,6,21,Estádio Jornalista Mário Filho,Celio Amorim,Fluminense,Atlético-GO,Abel Braga,Hélio dos Anjos,10,9,17900000,5800000,25.8,28.7,3,2,0,1,9,2,16,15,15,15,1,3,1,1,12,11,7,2
2011,9,21,3,25,Estádio Jornalista Mário Filho,Fabrício Neves Corrêa,Fluminense,Avaí FC,Abel Braga,Toninho Cecílio,6,19,22400000,4250000,25.8,26.8,3,1,2,1,4,0,24,21,21,23,2,5,2,0,16,7,9,3
2011,10,1,6,27,Estádio Jornalista Mário Filho,Evandro Rogerio Roman,Fluminense,Santos FC,Abel Braga,Muricy Ramalho,6,9,23200000,62400000,25.9,25.8,3,2,1,1,3,4,13,12,12,13,0,2,0,0,10,8,6,5
2011,10,13,4,29,Estádio Jornalista Mário Filho,Celio Amorim,Fluminense,Coritiba FC,Abel Braga,Marcelo Oliveira,6,9,22400000,4850000,27.1,27.6,3,1,1,1,7,2,23,18,17,22,2,5,1,1,12,7,4,5
2011,11,12,6,34,Estádio Jornalista Mário Filho,Wilton Sampaio,Fluminense,América-MG,Abel Braga,Givanildo Oliveira,3,20,20300000,3300000,25.6,28,1,2,0,1,6,6,15,17,16,15,6,2,3,1,9,19,3,7
2011,8,14,0,16,Estádio Olímpico Monumental,Paulo César de Oliveira,Grêmio,Fluminense,Celso Roth,Abel Braga,13,9,19150000,21550000,26.2,26.5,2,1,2,1,3,8,19,21,19,17,2,2,2,3,6,10,1,5
2011,8,28,0,19,Estádio Olímpico Monumental,Marcelo de Lima Henrique,Grêmio,Internacional,Celso Roth,Dorival Júnior,14,7,22100000,17000000,25.6,27.3,2,1,1,1,4,5,16,16,16,16,6,3,0,3,8,8,1,1
2011,11,13,0,34,Estádio Olímpico Monumental,Edivaldo Elias da Silva,Grêmio,Palmeiras,Celso Roth,Luiz Felipe Scolari,11,13,24750000,12500000,27.3,25.1,2,2,0,1,4,2,11,19,19,10,3,4,2,0,16,7,4,2
2011,11,19,6,36,Estádio Olímpico Monumental,Gutemberg de Paula Fonseca,Grêmio,Ceará SC,Celso Roth,Dimas Filgueiras,11,18,20150000,5350000,25.3,28.5,1,3,1,1,5,4,13,16,16,10,2,3,1,0,8,10,4,4
2011,11,27,0,37,Estádio Olímpico Monumental,Francisco de Assis Almeida Filho,Grêmio,Atlético-GO,Celso Roth,Hélio dos Anjos,11,13,19300000,5300000,26.1,29.8,2,2,0,1,3,6,15,17,16,15,2,1,3,1,14,11,11,6
2011,6,12,0,4,Estádio Olímpico Nilton Santos,Franscisco Carlos do Nascimento,Botafogo,Coritiba FC,Caio Júnior,Marcelo Oliveira,12,14,17100000,5150000,26,26.4,3,1,2,1,5,7,22,16,15,21,2,3,1,1,11,16,0,9
2011,7,7,4,8,Estádio Olímpico Nilton Santos,José de Caldas Souza,Botafogo,Atlético-GO,Caio Júnior,Paulo César Gusmão,4,16,15300000,5400000,25.6,28.9,1,1,1,1,5,4,12,12,11,12,2,2,1,2,21,8,13,3
2011,7,20,3,10,Estádio Olímpico Nilton Santos,André Luiz de Freitas Castro,Botafogo,Corinthians,Caio Júnior,Tite,5,1,19300000,20150000,26.7,27.1,0,2,0,1,5,2,12,20,20,12,3,1,0,0,9,11,3,5
2011,7,27,3,12,Estádio Olímpico Nilton Santos,Nielson Nogueira Dias,Botafogo,Avaí FC,Caio Júnior,Alexandre Gallo,8,19,15950000,3950000,27.7,25.2,2,1,2,1,2,1,21,17,17,19,3,3,1,0,11,9,6,4
