ano_campeonato,mes,dia,week_day,rodada,estadio,arbitro,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante
2018,8,6,1,17,Estádio Adelmar da Costa Carvalho,Ricardo Marques Ribeiro,Sport Recife,Chapecoense,Claudinei Oliveira,Gilson Kleina,14,17,13100000,9950000,28.4,29.1,1,1,0,1,5,4,13,16,16,13,3,6,1,0,17,10,7,4
2018,4,15,0,1,Estádio Beira-Rio,Eduardo Tomaz de Aquino Valadão,Internacional,EC Bahia,Odair Hellmann,Guto Ferreira,4,17,22750000,12200000,27.5,26.5,2,0,1,0,8,4,15,17,15,15,2,3,2,0,9,13,4,6
2018,4,30,1,3,Estádio Beira-Rio,Wagner do Nascimento Magalhães,Internacional,Cruzeiro,Odair Hellmann,Mano Menezes,10,19,25650000,19900000,27.8,27.1,0,0,0,0,3,9,10,12,11,10,2,5,2,0,19,16,9,9
2018,5,22,2,6,Estádio Beira-Rio,Flavio Rodrigues de Souza,Internacional,Chapecoense,Odair Hellmann,Gilson Kleina,16,14,27750000,15550000,26.8,28.6,3,0,1,0,3,5,15,8,7,15,5,3,3,3,9,15,2,8
2018,5,27,0,7,Estádio Beira-Rio,Péricles Bassols Pegado Cortez,Internacional,Corinthians,Odair Hellmann,Osmar Loss,10,3,26300000,26100000,26.4,27.4,2,1,0,1,10,1,16,15,15,16,1,5,4,2,22,4,11,3
2018,6,2,6,9,Estádio Beira-Rio,Marcelo Aparecido Ribeiro de Souza,Internacional,Sport Recife,Odair Hellmann,Claudinei Oliveira,5,6,29000000,12150000,26.9,31,0,0,0,0,8,7,11,20,20,11,8,4,4,1,15,18,3,6
2018,7,24,2,14,Estádio Beira-Rio,Bruno Arleu de Araújo,Internacional,Ceará SC,Odair Hellmann,Lisca,5,20,25150000,8250000,26.4,29.1,1,0,0,0,5,8,10,6,5,9,2,0,1,1,6,21,5,10
2018,7,29,0,16,Estádio Beira-Rio,Igor Junior Benevenuto,Internacional,Botafogo,Odair Hellmann,Marcos Paquetá,5,11,25800000,12800000,26.1,25,3,0,2,0,7,7,14,11,11,14,4,4,3,0,15,10,5,3
2018,4,21,6,2,Arena Fonte Nova,Claudio Francisco Lima e Silva,EC Bahia,Santos FC,Guto Ferreira,Jair Ventura,17,3,12100000,26900000,26.9,25.2,1,0,0,0,3,7,22,10,8,21,6,5,2,0,16,12,8,3
2018,4,29,0,3,Arena Fonte Nova,Ricardo Marques Ribeiro,EC Bahia,Atlético-PR,Guto Ferreira,Fernando Diniz,13,2,12550000,13450000,26.9,27.5,0,0,0,0,12,6,16,10,9,15,2,1,1,0,17,17,9,9
2018,5,13,0,5,Arena Fonte Nova,Dewson Fernando Freitas da Silva,EC Bahia,São Paulo,Guto Ferreira,Diego Aguirre,16,10,11900000,20950000,25.8,28.5,2,2,2,1,3,4,16,11,10,15,1,3,4,0,13,5,4,2
2018,5,27,0,7,Arena Fonte Nova,Rodolpho Toski Marques,EC Bahia,Vasco da Gama,Guto Ferreira,Zé Ricardo,18,9,13250000,12750000,26.9,27.9,3,0,0,0,4,2,10,19,19,9,5,3,4,2,10,18,5,8
2018,6,3,0,9,Arena Fonte Nova,Péricles Bassols Pegado Cortez,EC Bahia,Grêmio,Guto Ferreira,Renato Gaúcho,17,9,14750000,29600000,26.7,26.2,0,2,0,1,2,6,9,22,21,9,1,3,0,0,11,12,5,6
2018,6,10,0,11,Arena Fonte Nova,Leandro Bizzio Marinho,EC Bahia,Botafogo,Claudio Prates,Alberto Valentim,19,13,14900000,14500000,27.7,26.2,3,3,1,1,9,5,12,19,19,12,2,5,1,2,15,12,6,6
2018,6,14,4,12,Arena Fonte Nova,Leandro Pedro Vuaden,EC Bahia,Corinthians,Claudio Prates,Osmar Loss,18,9,14900000,31900000,27.7,26.3,1,0,0,0,4,7,16,14,12,16,3,4,3,2,11,11,4,5
2018,7,22,0,14,Arena Fonte Nova,Wagner do Nascimento Magalhães,EC Bahia,EC Vitória,Enderson Moreira,Vágner Mancini,17,14,12950000,12650000,28.4,25.8,4,1,2,0,7,2,18,21,20,16,0,3,1,2,12,8,5,5
2018,7,31,2,16,Arena Fonte Nova,Wilton Sampaio,EC Bahia,Atlético-MG,Enderson Moreira,Thiago Larghi,12,3,11350000,18300000,27.7,28.3,2,2,0,1,2,7,24,18,18,22,6,5,1,2,10,12,1,4
2018,6,8,5,10,Estádio Nacional de Brasília Mané Garrincha,Dewson Fernando Freitas da Silva,Fluminense,Flamengo,Abel Braga,Maurício Barbieri,9,1,13650000,74500000,25.5,25.7,0,2,0,1,8,7,14,16,16,12,3,3,2,0,15,11,8,3
2018,7,28,6,16,Estádio Governador Plácido Castelo,Leandro Bizzio Marinho,Ceará SC,Fluminense,Lisca,Marcelo Oliveira,20,9,6650000,14450000,28.6,26.2,1,0,1,0,11,3,11,19,19,11,2,5,4,2,20,17,7,8
2018,4,22,0,2,Estádio Raimundo Sampaio,Grazianni Maciel Rocha,Atlético-MG,EC Vitória,Thiago Larghi,Vágner Mancini,13,10,22350000,9580000,28.1,25.9,2,1,1,0,6,5,24,25,24,23,4,4,2,2,11,11,2,4
2018,4,29,0,3,Estádio Raimundo Sampaio,Dewson Fernando Freitas da Silva,Atlético-MG,Corinthians,Thiago Larghi,Fábio Carille,11,1,22350000,36000000,28.1,26.3,1,0,0,0,7,3,15,16,14,15,3,4,3,1,17,8,8,4
2018,5,19,6,6,Estádio Raimundo Sampaio,Raphael Claus,Atlético-MG,Cruzeiro,Thiago Larghi,Mano Menezes,3,8,25600000,17650000,28.2,28.4,1,0,0,0,2,4,19,16,16,15,3,1,1,1,12,9,6,3
2018,5,27,0,7,Estádio Raimundo Sampaio,Anderson Daronco,Atlético-MG,Flamengo,Thiago Larghi,Maurício Barbieri,1,2,28650000,74550000,25.5,25.7,0,1,0,0,2,9,14,16,16,13,2,3,0,1,11,15,4,9
2018,6,2,6,9,Estádio Raimundo Sampaio,Bruno Arleu de Araújo,Atlético-MG,Chapecoense,Thiago Larghi,Gilson Kleina,8,15,28250000,13850000,27.5,29.1,3,3,2,2,5,8,14,15,14,12,2,1,0,2,15,9,7,5
2018,6,10,0,11,Estádio Raimundo Sampaio,Flavio Rodrigues de Souza,Atlético-MG,Fluminense,Thiago Larghi,Abel Braga,4,10,29950000,12450000,29.3,23.9,5,2,2,2,3,4,26,18,18,26,1,1,0,0,8,12,5,7
2018,6,14,4,12,Estádio Raimundo Sampaio,Vinicius Furlan,Atlético-MG,Ceará SC,Thiago Larghi,Lisca,2,20,30450000,7350000,27.7,30.5,2,1,0,0,5,5,15,21,21,15,4,1,4,0,7,11,3,3
2018,7,26,4,15,Estádio Raimundo Sampaio,Leandro Pedro Vuaden,Atlético-MG,Paraná,Thiago Larghi,Rogério Micale,5,18,15650000,6700000,29.7,26,2,0,1,0,5,4,23,18,17,23,0,1,2,1,11,10,8,7
2018,8,7,2,17,Estádio Raimundo Sampaio,Jailson Macedo Freitas,Atlético-MG,Internacional,Thiago Larghi,Odair Hellmann,4,3,11850000,25200000,28.4,27.2,0,1,0,0,2,1,20,20,19,19,0,3,0,1,12,5,5,3
2018,4,22,0,2,Estádio Jornalista Mário Filho,Leandro Bizzio Marinho,Flamengo,América-MG,Maurício Barbieri,Enderson Moreira,9,2,45700000,7300000,26.3,27.6,2,0,2,0,7,2,9,15,14,8,0,3,1,0,17,12,10,9
2018,5,6,0,4,Estádio Jornalista Mário Filho,Luiz Flávio de Oliveira,Flamengo,Internacional,Maurício Barbieri,Odair Hellmann,1,11,51950000,23750000,26.2,27.4,2,0,0,0,6,6,8,13,11,6,1,3,3,1,10,8,4,4
2018,5,20,0,6,Estádio Jornalista Mário Filho,Ricardo Marques Ribeiro,Flamengo,Vasco da Gama,Maurício Barbieri,Zé Ricardo,1,5,54700000,11000000,26.9,29.1,1,1,1,1,3,5,10,12,12,9,2,1,0,1,9,9,2,7
2018,5,31,4,8,Estádio Jornalista Mário Filho,Jean Pierre Goncalves Lima,Flamengo,EC Bahia,Maurício Barbieri,Guto Ferreira,1,15,76000000,14000000,26.8,27.5,2,0,2,0,6,7,16,18,17,14,3,2,4,3,13,12,7,6
2018,6,3,0,9,Estádio Jornalista Mário Filho,Anderson Daronco,Flamengo,Corinthians,Maurício Barbieri,Osmar Loss,1,3,76000000,36900000,26.8,26.1,1,0,0,0,5,1,18,18,16,15,1,3,5,2,14,10,5,5
2018,6,11,1,11,Estádio Jornalista Mário Filho,Marcelo Aparecido Ribeiro de Souza,Flamengo,Paraná,Maurício Barbieri,Rogério Micale,1,18,61950000,6300000,25.6,25.8,2,0,1,0,4,1,13,16,14,13,3,5,3,1,16,5,8,2
2018,7,19,4,13,Estádio Jornalista Mário Filho,Paulo Roberto Alves Júnior,Flamengo,São Paulo,Maurício Barbieri,Diego Aguirre,1,3,41500000,31000000,28.1,30.2,0,1,0,0,5,3,17,12,12,17,5,6,1,2,25,15,8,8
2018,7,22,0,14,Estádio Jornalista Mário Filho,Luiz Flávio de Oliveira,Flamengo,Botafogo,Maurício Barbieri,Marcos Paquetá,1,10,39800000,14050000,28,28.3,2,0,2,0,2,7,24,15,15,23,2,1,1,2,8,11,7,6
2018,7,29,0,16,Estádio Jornalista Mário Filho,Marcelo Aparecido Ribeiro de Souza,Flamengo,Sport Recife,Maurício Barbieri,Claudinei Oliveira,1,13,43300000,12350000,27.6,30.5,4,1,1,1,12,0,12,8,6,12,1,10,1,0,31,8,13,6
2018,8,11,6,18,Estádio Presidente Vargas,Luiz Flávio de Oliveira,Ceará SC,Atlético-PR,Lisca,Tiago Nunes,19,18,7250000,10700000,28.9,25.5,0,0,0,0,11,1,17,16,15,16,0,6,0,3,13,4,4,4
2018,8,19,0,19,Estádio Manoel Barradas,Rodrigo Batista Raposo,EC Vitória,Palmeiras,Paulo César Carpegiani,Luiz Felipe Scolari,16,6,13950000,40650000,24,27.4,0,3,0,2,5,3,9,10,10,8,6,4,3,3,17,14,7,3
2018,9,10,1,24,Estádio Manoel Barradas,Paulo Roberto Alves Júnior,EC Vitória,Vasco da Gama,Paulo César Carpegiani,Alberto Valentim,14,16,7450000,9700000,22.9,29,1,0,0,0,8,3,19,21,21,18,1,5,0,0,26,7,14,1
2018,10,27,6,31,Estádio Manoel Barradas,Leandro Pedro Vuaden,EC Vitória,São Paulo,Paulo César Carpegiani,Diego Aguirre,17,4,6050000,24900000,24.3,27.6,0,1,0,1,7,2,19,16,16,15,2,5,1,0,18,10,11,5
2018,11,25,0,37,Estádio Manoel Barradas,Raphael Claus,EC Vitória,Grêmio,João Burse,Renato Gaúcho,19,4,8380000,29650000,24.9,29.5,0,0,0,0,1,5,16,14,12,14,1,2,3,3,7,8,2,5
2018,8,26,0,21,Neo Química Arena,André Luiz de Freitas Castro,Corinthians,Paraná,Osmar Loss,Claudinei Oliveira,8,20,28800000,6050000,28.4,25.8,1,0,1,0,6,4,10,17,16,10,1,8,2,2,16,8,5,4
2018,10,6,6,28,Neo Química Arena,Paulo Roberto Alves Júnior,Corinthians,Flamengo,Jair Ventura,Dorival Júnior,9,5,23900000,45550000,27.3,27.2,0,3,0,0,1,7,27,24,23,27,0,0,0,2,4,19,1,13
2018,10,28,0,31,Neo Química Arena,Anderson Daronco,Corinthians,EC Bahia,Jair Ventura,Enderson Moreira,12,11,26900000,14150000,27.8,27.6,2,1,0,0,4,7,18,12,10,18,5,4,4,2,12,17,8,7
2018,8,14,2,18,Estádio Jornalista Mário Filho,Savio Pereira Sampaio,Fluminense,Internacional,Marcelo Oliveira,Odair Hellmann,9,3,15750000,25200000,27,27.2,0,3,0,3,5,1,14,12,11,13,2,6,0,5,21,10,10,7
2018,8,23,4,20,Estádio Jornalista Mário Filho,Ricardo Marques Ribeiro,Fluminense,Corinthians,Marcelo Oliveira,Osmar Loss,10,7,13950000,30300000,25.8,27.7,1,0,1,0,2,4,17,12,11,15,0,2,2,2,8,7,4,4
2018,9,7,5,23,Estádio Jornalista Mário Filho,Jean Pierre Goncalves Lima,Fluminense,EC Vitória,Marcelo Oliveira,Paulo César Carpegiani,11,13,12050000,9200000,26.6,22.8,0,0,0,0,6,6,29,11,10,29,1,0,1,1,8,13,3,7
2018,10,9,2,28,Estádio Jornalista Mário Filho,Marcelo Aparecido Ribeiro de Souza,Fluminense,Paraná,Marcelo Oliveira,Claudinei Oliveira,10,20,13350000,4400000,26.3,26.8,4,0,2,0,4,12,12,14,12,10,3,2,3,1,7,15,3,7
2018,12,2,0,38,Estádio Jornalista Mário Filho,Rafael Traci,Fluminense,América-MG,Fábio Moreno,Givanildo Oliveira,14,17,12650000,9250000,27.5,29.7,1,0,1,0,4,5,12,8,8,10,6,4,0,1,14,17,7,4
2018,9,14,5,20,Arena Condá,Flavio Rodrigues de Souza,Chapecoense,Atlético-PR,Guto Ferreira,Tiago Nunes,16,13,8250000,10600000,28.1,24.4,2,1,0,0,3,3,17,15,13,16,2,3,1,3,19,13,4,5
2018,9,25,2,26,Arena Condá,Anderson Daronco,Chapecoense,Fluminense,Guto Ferreira,Marcelo Oliveira,16,10,9600000,13850000,28.4,26.1,1,2,0,2,6,5,9,7,5,9,4,9,2,3,20,10,6,4
2018,10,14,0,29,Arena Condá,Leandro Pedro Vuaden,Chapecoense,EC Vitória,Guto Ferreira,Paulo César Carpegiani,17,18,7750000,11100000,25.9,24.4,0,1,0,1,7,4,23,18,14,22,0,4,1,6,14,8,3,6
2018,9,2,0,22,Estádio Jornalista Mário Filho,Braulio da Silva Machado,Vasco da Gama,Santos FC,Alberto Valentim,Cuca,12,11,11400000,35300000,27.8,26.3,0,3,0,1,2,6,5,13,11,5,3,0,3,2,1,8,1,3
2018,8,23,4,20,Allianz Parque,Anderson Daronco,Palmeiras,Botafogo,Luiz Felipe Scolari,Zé Ricardo,6,12,34450000,11800000,29.4,23.8,2,0,0,0,0,12,22,18,17,21,5,0,0,0,5,14,3,4
2018,9,9,0,24,Allianz Parque,Jean Pierre Goncalves Lima,Palmeiras,Corinthians,Luiz Felipe Scolari,Jair Ventura,3,8,38150000,21400000,28,27.7,1,0,0,0,3,12,17,26,26,14,5,3,2,0,9,23,3,13
2018,11,3,6,32,Allianz Parque,Braulio da Silva Machado,Palmeiras,Santos FC,Luiz Felipe Scolari,Cuca,1,7,45450000,37750000,28.7,26.7,3,2,2,0,4,11,14,18,17,13,2,3,2,2,10,18,6,5
2018,11,22,4,36,Allianz Parque,Paulo Roberto Alves Júnior,Palmeiras,América-MG,Luiz Felipe Scolari,Givanildo Oliveira,1,17,40500000,8600000,27.7,28.4,4,0,0,0,3,2,11,10,9,10,1,2,0,0,13,3,8,1
2018,12,2,0,38,Allianz Parque,Héber Lopes,Palmeiras,EC Vitória,Luiz Felipe Scolari,João Burse,1,19,43450000,3280000,28.8,23.8,3,2,1,0,2,12,20,9,10,21,3,1,1,1,8,21,4,10
2018,8,26,0,21,Estádio Olímpico Nilton Santos,Savio Pereira Sampaio,Botafogo,Sport Recife,Zé Ricardo,Eduardo Baptista,15,17,13150000,12650000,24.7,30.7,2,0,0,0,5,4,16,20,19,16,4,3,1,3,13,15,6,8
2018,9,6,4,23,Estádio Olímpico Nilton Santos,Raphael Claus,Botafogo,Cruzeiro,Zé Ricardo,Mano Menezes,16,7,12100000,18250000,25.3,30.3,1,1,1,1,7,5,14,9,9,12,2,5,2,1,16,11,8,5
2018,10,10,3,28,Estádio Olímpico Nilton Santos,Ricardo Marques Ribeiro,Botafogo,Vasco da Gama,Zé Ricardo,Alberto Valentim,12,16,12600000,10050000,25,28,1,1,1,1,5,7,20,19,18,19,2,0,0,2,6,10,5,6
2018,10,20,6,30,Estádio Olímpico Nilton Santos,Anderson Daronco,Botafogo,EC Bahia,Zé Ricardo,Enderson Moreira,12,13,12300000,12200000,26,27.3,0,1,0,0,7,3,19,10,8,17,4,2,3,2,17,12,9,5
2018,9,2,0,22,Estádio Cícero Pompeu de Toledo,Dewson Fernando Freitas da Silva,São Paulo,Fluminense,Diego Aguirre,Marcelo Oliveira,1,10,23450000,11550000,29,25.6,1,1,0,0,1,6,20,11,10,19,4,3,2,4,13,14,8,6
2018,9,22,6,26,Estádio Cícero Pompeu de Toledo,Wilton Sampaio,São Paulo,América-MG,Diego Aguirre,Adilson Batista,1,12,29400000,7950000,29.2,30.6,1,1,1,0,3,3,11,12,12,10,4,1,2,2,13,13,7,6
2018,11,15,4,34,Estádio Cícero Pompeu de Toledo,Péricles Bassols Pegado Cortez,São Paulo,Grêmio,André Jardine,Renato Gaúcho,5,4,26500000,25950000,28.3,28.6,1,1,0,0,8,2,18,14,13,18,5,9,2,1,15,13,4,5
2018,9,10,1,24,Estádio Durival Britto e Silva,Dewson Fernando Freitas da Silva,Paraná,Santos FC,Claudinei Oliveira,Cuca,20,10,5150000,28900000,25.6,26.9,0,2,0,0,4,2,15,11,10,15,1,0,1,1,5,8,4,6
2018,8,13,1,18,Arena do Grêmio,Bruno Arleu de Araújo,Grêmio,EC Vitória,Renato Gaúcho,João Burse,4,15,10000000,12650000,27.8,24.8,4,0,2,0,9,2,22,13,13,22,4,3,2,1,13,6,5,2
2018,8,23,4,20,Arena do Grêmio,Marcelo de Lima Henrique,Grêmio,Cruzeiro,Renato Gaúcho,Mano Menezes,4,8,50400000,25450000,29.1,29.9,1,1,0,1,6,5,14,11,10,14,4,5,1,3,16,11,6,5
2018,9,1,6,22,Arena do Grêmio,Jailson Macedo Freitas,Grêmio,Botafogo,Renato Gaúcho,Zé Ricardo,5,14,47200000,10900000,30.3,24.5,4,0,2,0,1,3,10,14,14,10,1,2,0,8,8,9,2,4
2018,9,15,6,25,Arena do Grêmio,Igor Junior Benevenuto,Grêmio,Paraná,Renato Gaúcho,Claudinei Oliveira,6,20,7950000,4350000,27.5,26.7,2,0,0,0,3,2,15,20,20,13,1,4,2,1,12,5,8,3
2018,9,23,0,26,Arena do Grêmio,Dewson Fernando Freitas da Silva,Grêmio,Ceará SC,Renato Gaúcho,Lisca,5,17,49900000,6180000,29.6,27.9,3,2,2,2,7,4,14,9,9,14,3,1,4,3,8,11,5,6
2018,10,7,0,28,Arena do Grêmio,Rodolpho Toski Marques,Grêmio,EC Bahia,Renato Gaúcho,Enderson Moreira,4,14,46650000,13650000,27.9,27.5,2,2,0,1,8,5,15,10,9,15,4,6,2,2,18,15,8,6
2018,10,27,6,31,Arena do Grêmio,Dewson Fernando Freitas da Silva,Grêmio,Sport Recife,Renato Gaúcho,Milton Mendes,5,19,8900000,10050000,26.4,27.1,3,4,1,2,11,5,15,19,19,15,3,4,2,1,13,8,5,3
2018,11,18,0,35,Arena do Grêmio,Leandro Bizzio Marinho,Grêmio,Chapecoense,Renato Gaúcho,Claudinei Oliveira,4,17,25650000,11500000,29.8,29,2,0,1,0,4,9,13,15,15,12,3,3,0,2,10,15,5,8
2018,12,2,0,38,Arena do Grêmio,Ricardo Marques Ribeiro,Grêmio,Corinthians,Renato Gaúcho,Jair Ventura,4,12,26200000,29200000,30.1,25.8,1,0,1,0,4,4,16,11,10,16,3,4,1,2,14,13,8,2
2018,9,2,0,22,Arena da Baixada,Leandro Pedro Vuaden,Atlético-PR,EC Bahia,Tiago Nunes,Enderson Moreira,15,13,11200000,13850000,24.8,28.2,2,0,0,0,6,4,16,14,14,16,4,6,1,4,15,14,3,4
2018,9,16,0,25,Arena da Baixada,André Luiz de Freitas Castro,Atlético-PR,Fluminense,Tiago Nunes,Marcelo Oliveira,14,9,11600000,11650000,27.6,26.9,3,1,2,0,2,11,10,20,20,8,5,0,1,2,11,18,8,8
2018,9,23,0,26,Arena da Baixada,Raphael Claus,Atlético-PR,Paraná,Tiago Nunes,Claudinei Oliveira,11,20,13900000,5600000,25.8,26.2,3,0,2,0,7,3,22,25,25,17,1,4,2,2,15,6,6,3
2018,10,28,0,31,Arena da Baixada,Marcelo Aparecido Ribeiro de Souza,Atlético-PR,Botafogo,Tiago Nunes,Zé Ricardo,8,13,10250000,13400000,27.1,25.7,2,1,0,1,8,9,20,18,17,19,6,0,5,4,9,17,3,8
2018,11,22,4,36,Arena da Baixada,Marcelo de Lima Henrique,Atlético-PR,Corinthians,Tiago Nunes,Jair Ventura,7,12,12900000,25200000,27.3,28.6,1,0,0,0,11,6,18,18,17,16,1,3,0,0,11,5,3,1
2018,9,7,5,23,Estádio Municipal Paulo Machado de Carvalho,Savio Pereira Sampaio,Santos FC,Grêmio,Cuca,Renato Gaúcho,9,4,35800000,24450000,25.5,27.3,0,0,0,0,3,4,19,17,16,19,6,2,2,2,8,15,4,6
2018,10,14,0,29,Estádio Municipal Paulo Machado de Carvalho,Ricardo Marques Ribeiro,Palmeiras,Grêmio,Luiz Felipe Scolari,Renato Gaúcho,1,5,35000000,35150000,28.9,28.6,2,0,1,0,6,6,20,18,15,20,3,4,3,1,13,16,5,4
2018,8,26,0,21,Estádio Governador Magalhães Pinto,Rafael Traci,Cruzeiro,Fluminense,Mano Menezes,Marcelo Oliveira,7,9,28250000,14250000,27.9,24.6,2,1,1,1,5,5,12,13,13,10,3,1,0,2,7,11,2,4
2018,9,3,1,22,Estádio Governador Magalhães Pinto,Wilton Sampaio,Cruzeiro,Internacional,Mano Menezes,Odair Hellmann,7,2,28800000,24550000,30.2,26.3,0,0,0,0,0,10,18,13,13,16,2,2,1,4,8,18,5,11
2018,11,25,0,37,Estádio Governador Magalhães Pinto,Jean Pierre Goncalves Lima,Cruzeiro,Flamengo,Mano Menezes,Dorival Júnior,8,2,31500000,34050000,31.3,28.4,0,2,0,1,7,4,8,9,9,8,0,4,1,1,18,9,8,8
2018,9,28,5,3,Estádio Municipal Paulo Machado de Carvalho,Wagner Reway,Santos FC,Vasco da Gama,Cuca,Alberto Valentim,9,4,36300000,11250000,26.5,26.9,1,1,1,0,4,0,14,15,12,12,1,3,2,1,11,13,3,7
2018,11,24,6,37,Estádio Urbano Caldeira,Leandro Pedro Vuaden,Santos FC,Atlético-MG,Cuca,Levir Culpi,10,6,27750000,20650000,27,30.3,3,2,3,1,5,3,18,11,10,16,4,5,3,1,14,13,3,7
2018,10,16,2,29,Estádio Governador Plácido Castelo,Raphael Claus,Ceará SC,Botafogo,Lisca,Zé Ricardo,13,12,6480000,12600000,28.4,27.6,0,0,0,0,8,3,13,18,18,12,3,5,5,0,14,12,5,6
2018,8,20,1,19,Estádio Raimundo Sampaio,Caio Max Augusto Vieira,América-MG,Fluminense,Adilson Batista,Marcelo Oliveira,12,10,9350000,14550000,30.9,25.3,0,0,0,0,9,4,20,11,10,20,3,3,0,0,20,9,7,5
2018,8,26,0,21,Estádio Raimundo Sampaio,Jean Pierre Goncalves Lima,América-MG,Flamengo,Adilson Batista,Maurício Barbieri,10,3,9350000,51500000,32,27.7,2,2,1,1,8,1,14,11,11,13,3,8,4,1,23,4,8,0
2018,9,23,0,26,Estádio Adelmar da Costa Carvalho,Paulo Roberto Alves Júnior,Sport Recife,Palmeiras,Eduardo Baptista,Luiz Felipe Scolari,19,3,10650000,28650000,29.2,28.8,0,1,0,0,13,4,10,11,11,7,0,9,2,1,26,3,11,3
2018,10,6,6,28,Estádio Adelmar da Costa Carvalho,André Luiz de Freitas Castro,Sport Recife,Internacional,Milton Mendes,Odair Hellmann,19,2,10250000,19350000,28.8,26.1,2,1,0,0,2,7,21,13,12,19,5,1,1,1,9,13,4,5
2018,10,21,0,30,Estádio Adelmar da Costa Carvalho,Wilton Sampaio,Sport Recife,Vasco da Gama,Milton Mendes,Alberto Valentim,19,15,10050000,11350000,27.1,28.8,2,1,1,1,10,2,25,19,19,23,2,4,2,4,11,4,5,1
2018,11,18,0,35,Estádio Adelmar da Costa Carvalho,Raphael Claus,Sport Recife,Flamengo,Milton Mendes,Dorival Júnior,15,3,10050000,41000000,27.3,26.9,0,1,0,0,13,3,15,13,12,15,3,7,0,2,25,7,7,4
2018,12,2,0,38,Estádio Adelmar da Costa Carvalho,Anderson Daronco,Sport Recife,Santos FC,Milton Mendes,Cuca,18,10,7650000,25050000,25.8,25.3,2,1,0,0,4,2,10,14,13,10,3,3,1,0,10,5,1,2
2018,8,19,0,19,Estádio Beira-Rio,Leandro Bizzio Marinho,Internacional,Paraná,Odair Hellmann,Claudinei Oliveira,3,20,22950000,5850000,26.6,25.4,1,0,0,0,10,9,13,14,13,13,2,3,0,2,22,13,10,5
2018,8,26,0,21,Estádio Beira-Rio,Bruno Arleu de Araújo,Internacional,Palmeiras,Odair Hellmann,Luiz Felipe Scolari,2,5,23700000,36150000,27.1,28.1,0,0,0,0,5,1,16,15,13,15,1,3,3,2,12,4,5,2
2018,11,21,3,36,Estádio Beira-Rio,Raphael Claus,Internacional,Atlético-MG,Odair Hellmann,Levir Culpi,3,6,22650000,18850000,27.8,29.8,1,2,0,1,6,2,10,9,9,10,4,3,1,1,21,13,6,4
2018,8,24,5,20,Estádio Raimundo Sampaio,Leandro Pedro Vuaden,Atlético-MG,Vasco da Gama,Thiago Larghi,Valdir,5,15,17350000,10300000,29.5,28,0,0,0,0,5,4,22,17,17,21,4,6,5,1,19,9,7,4
2018,9,11,2,24,Estádio Raimundo Sampaio,Luiz Flávio de Oliveira,Atlético-MG,Atlético-PR,Thiago Larghi,Tiago Nunes,6,13,20050000,12700000,30.3,27.6,3,1,1,1,4,5,23,17,17,22,4,5,1,1,11,16,3,10
2018,9,30,0,27,Estádio Raimundo Sampaio,Leandro Bizzio Marinho,Atlético-MG,Sport Recife,Thiago Larghi,Milton Mendes,6,19,17950000,11950000,29.8,30.9,5,2,4,1,9,4,18,17,15,16,4,4,1,0,17,10,6,5
2018,9,2,0,22,Estádio Jornalista Mário Filho,Raphael Claus,Flamengo,Ceará SC,Maurício Barbieri,Lisca,3,19,41750000,6980000,28.8,28.9,0,1,0,0,5,8,10,9,9,8,4,2,3,3,8,18,2,9
2018,9,9,0,24,Estádio Jornalista Mário Filho,Leandro Bizzio Marinho,Flamengo,Chapecoense,Maurício Barbieri,Guto Ferreira,4,17,36550000,8150000,28.2,27.6,2,0,1,0,3,8,11,15,14,11,2,1,1,2,9,16,3,8
2018,10,13,6,29,Estádio Jornalista Mário Filho,Wilton Sampaio,Flamengo,Fluminense,Dorival Júnior,Marcelo Oliveira,3,8,45550000,12750000,27.3,25.8,3,0,2,0,2,5,17,15,15,16,2,2,3,3,11,12,4,7
2018,11,15,4,34,Estádio Jornalista Mário Filho,Paulo Roberto Alves Júnior,Flamengo,Santos FC,Dorival Júnior,Cuca,3,8,32550000,36350000,28.8,25.7,1,0,0,0,10,5,17,16,14,16,3,1,1,2,11,12,5,6
2018,11,22,4,36,Estádio Jornalista Mário Filho,Braulio da Silva Machado,Flamengo,Grêmio,Dorival Júnior,Renato Gaúcho,2,4,35550000,23200000,29.4,27.2,2,0,0,0,7,6,20,14,12,16,3,5,0,0,20,14,9,6
2018,12,1,6,38,Estádio Jornalista Mário Filho,Flavio Rodrigues de Souza,Flamengo,Atlético-PR,Dorival Júnior,Tiago Nunes,2,7,38300000,11450000,27.9,26.3,1,2,1,0,3,7,21,9,9,19,0,1,2,2,9,13,5,5
2018,8,27,1,21,Estádio São Januário,Igor Junior Benevenuto,Vasco da Gama,Chapecoense,Valdir,Guto Ferreira,14,12,10300000,10450000,28.1,27.5,3,1,0,0,4,8,14,12,11,13,1,0,0,1,6,17,2,9
