ano_campeonato,mes,dia,week_day,rodada,estadio,arbitro,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante,winner
2012,6,10,0,4,3,13,3,8,22,47,19,4,3800000,11650000,26.9,26.0,2.0,0.0,2,9,7,15,15,7,2,2,2,2,7,13,3,4,1
2012,7,25,3,12,3,61,3,13,22,24,11,16,3850000,3700000,27.8,26.2,2.0,1.0,6,2,16,15,14,16,1,8,5,2,15,15,6,9,2
2012,8,15,3,17,3,50,3,10,22,20,14,7,4000000,31000000,25.7,26.0,2.0,0.0,5,2,9,12,11,9,1,3,1,7,12,10,5,4,1
2012,9,29,6,27,3,0,3,25,22,59,15,20,4050000,3400000,26.3,26.6,2.0,0.0,10,3,17,13,13,16,1,7,1,1,19,5,8,2,1
2012,11,4,0,34,3,23,3,11,22,52,13,5,3650000,33600000,25.0,27.8,2.0,0.0,9,7,15,10,10,15,6,1,1,1,18,18,8,7,1
2012,7,22,0,11,5,46,5,2,42,23,18,11,14200000,3550000,25.9,28.8,2.0,0.0,2,3,10,13,13,10,2,7,1,1,26,6,13,2,1
2012,9,29,6,27,5,36,5,26,50,49,18,10,16800000,4150000,27.5,26.4,2.0,0.0,3,4,9,19,19,9,4,5,0,0,14,8,7,1,1
2012,7,8,0,8,6,44,6,16,14,0,18,7,50900000,11550000,24.8,27.2,2.0,0.0,2,1,12,18,17,11,5,2,5,3,14,18,8,9,1
2012,10,17,3,31,6,13,6,18,14,3,9,2,63650000,19150000,26.4,28.4,2.0,2.0,8,2,13,15,15,13,0,6,3,4,19,8,7,5,0
2012,9,6,4,22,2,11,7,4,26,11,1,13,26600000,14200000,26.1,25.5,2.0,1.0,5,2,13,17,16,10,3,6,3,2,11,13,1,4,1
2012,9,22,6,26,2,35,7,2,26,23,1,14,27250000,3200000,27.7,25.9,2.0,0.0,6,2,13,9,9,13,0,4,0,1,19,2,7,0,1
2012,7,8,0,8,8,51,9,13,0,24,9,13,39750000,3850000,24.3,26.5,2.0,0.0,2,8,9,15,13,9,8,2,1,4,10,23,4,5,1
2012,7,29,0,13,8,15,9,5,0,14,7,10,33000000,20650000,26.0,25.5,2.0,0.0,9,3,20,11,11,19,0,5,3,1,12,9,4,6,1
2012,8,18,6,18,8,73,9,26,0,56,8,13,58300000,3800000,26.3,26.1,2.0,0.0,4,11,12,7,7,12,6,0,0,1,9,19,4,6,1
2012,10,6,6,28,8,2,9,0,0,56,5,18,67500000,16100000,26.4,28.2,2.0,0.0,6,3,18,9,9,16,1,4,0,5,13,5,3,2,1
2012,10,14,0,30,8,0,9,7,0,55,5,19,35000000,4950000,26.8,25.5,2.0,0.0,6,5,15,9,9,14,5,3,8,5,14,15,3,6,1
2012,10,18,4,31,8,46,9,25,0,59,4,20,72500000,3100000,26.5,25.6,2.0,0.0,7,2,21,11,9,20,5,3,0,6,16,14,7,5,1
2012,9,8,6,23,23,5,25,16,27,0,12,3,18900000,14900000,27.0,28.0,2.0,0.0,6,8,13,13,12,13,5,4,2,2,19,16,11,5,1
2012,6,6,3,3,9,53,10,17,21,6,20,17,4850000,5200000,26.0,26.1,2.0,0.0,8,2,19,21,21,19,0,2,2,1,18,9,10,6,1
2012,7,1,0,7,9,16,10,14,21,13,11,16,3650000,4850000,26.1,27.5,2.0,1.0,7,1,17,14,13,17,3,4,1,3,15,9,7,2,2
2012,8,19,0,18,9,51,10,1,21,17,16,7,5450000,10250000,25.6,27.1,2.0,0.0,5,4,4,13,11,3,1,1,2,1,9,11,4,7,1
2012,10,17,3,31,9,17,10,2,51,23,12,11,4050000,3750000,26.8,26.5,2.0,0.0,5,7,20,17,16,20,6,3,2,1,10,19,6,4,1
2012,9,2,0,21,13,51,15,4,55,11,18,11,3900000,19200000,27.9,25.2,2.0,0.0,3,6,13,18,17,13,4,2,2,2,13,19,5,8,1
2012,10,18,4,31,13,23,15,26,56,49,17,14,3700000,3750000,26.8,26.7,2.0,1.0,6,11,11,7,7,9,2,1,0,0,13,19,8,9,1
2012,5,20,0,1,14,35,16,13,15,24,2,20,34600000,5350000,26.9,25.8,2.0,0.0,6,6,17,12,11,16,4,5,0,1,13,13,5,6,1
2012,7,7,6,8,14,5,16,1,15,17,5,4,39100000,18550000,27.2,28.8,2.0,0.0,3,2,15,14,13,14,3,5,3,1,19,12,8,5,1
2012,9,2,0,21,14,16,16,5,57,14,6,8,38100000,20550000,28.0,26.2,2.0,1.0,12,6,14,8,7,13,3,5,1,2,17,12,7,4,1
2012,9,23,0,26,14,72,16,24,57,54,7,12,38600000,4650000,28.2,25.9,2.0,0.0,3,9,9,16,15,8,2,3,0,1,15,17,4,6,1
2012,6,6,3,3,15,16,17,2,40,23,2,16,15750000,3400000,29.1,27.5,2.0,0.0,8,3,15,17,16,15,2,6,0,2,26,10,11,1,1
2012,7,14,6,9,16,29,18,18,60,3,14,1,5000000,23350000,27.8,28.1,2.0,1.0,9,3,16,17,16,15,0,3,6,1,18,8,9,3,2
2012,8,26,0,19,16,47,18,13,61,24,20,15,3600000,4950000,26.2,26.7,2.0,1.0,9,0,21,14,14,20,2,6,0,0,13,7,6,3,1
2012,10,10,3,29,16,55,18,25,62,59,19,20,5300000,2900000,26.5,27.9,2.0,1.0,10,2,8,13,10,8,4,4,1,1,22,15,11,5,1
2012,12,1,6,38,6,36,6,0,14,56,10,18,59050000,10950000,24.0,26.0,3.0,1.0,4,8,9,13,12,8,5,4,1,1,11,20,4,8,1
2012,12,2,0,38,8,38,9,23,0,12,4,5,33300000,25150000,23.4,29.4,3.0,1.0,6,1,14,16,16,12,2,1,0,0,11,8,3,4,1
2012,11,10,6,35,23,72,25,13,27,48,7,10,27650000,4000000,28.8,26.5,3.0,1.0,4,1,9,12,12,9,1,4,1,1,26,7,15,2,1
2012,6,23,6,6,1,65,13,2,10,23,3,10,19850000,3700000,27.6,28.2,3.0,1.0,10,5,14,15,15,13,2,3,1,2,16,10,7,4,1
2012,10,6,6,28,1,36,13,7,10,55,2,19,23050000,3800000,26.4,25.9,3.0,0.0,7,2,20,9,8,20,3,3,1,4,27,10,16,3,1
2012,7,25,3,12,22,55,24,10,53,20,20,7,4100000,29750000,26.5,24.2,4.0,1.0,14,5,14,14,14,14,4,5,3,0,22,12,8,2,1
2013,11,24,0,36,28,74,6,3,64,14,10,12,23700000,20300000,26.6,27.4,,,1,6,13,16,16,11,3,3,0,2,8,15,2,6,1
2013,11,24,0,36,29,17,20,17,40,49,13,17,5800000,4400000,25.5,28.3,,,14,3,15,10,9,15,1,9,2,2,26,7,7,1,1
2013,6,9,0,2,30,11,13,16,10,0,13,3,17550000,16900000,30.5,28.5,0.0,0.0,4,7,16,20,19,15,3,3,1,2,12,23,2,9,1
2013,6,2,0,3,20,31,13,10,10,20,7,1,19300000,18000000,29.9,26.3,0.0,0.0,2,6,19,16,15,18,6,3,0,1,12,19,4,7,0
2013,8,1,4,10,20,2,13,6,10,13,7,13,31550000,6200000,28.5,25.5,0.0,0.0,5,2,17,14,12,15,2,4,0,1,12,9,5,5,2
2013,8,25,0,16,20,0,13,17,10,49,12,19,20050000,5350000,28.4,29.8,0.0,1.0,2,8,23,20,20,23,4,0,1,0,7,18,3,6,1
2013,10,6,0,26,20,15,13,23,10,12,5,8,12300000,25000000,28.6,28.0,0.0,0.0,10,6,15,9,8,15,5,5,4,2,15,14,4,4,0
2013,10,13,0,28,20,29,13,1,10,24,5,1,12800000,17600000,29.7,27.5,0.0,0.0,5,4,16,17,17,15,1,7,3,2,20,10,5,2,1
2013,10,20,0,30,20,0,13,5,10,63,7,12,12550000,10800000,27.8,26.0,0.0,0.0,7,5,14,11,10,13,3,3,2,1,17,12,7,4,1
2013,5,26,0,1,23,0,25,8,27,47,10,11,35750000,14800000,27.9,28.9,0.0,1.0,1,4,18,7,7,16,1,2,0,2,15,9,6,5,0
2013,6,2,0,3,23,73,25,26,27,49,13,11,40500000,4250000,26.9,26.7,0.0,0.0,4,4,17,11,11,15,3,4,0,1,15,8,7,3,1
2013,6,8,6,5,23,69,25,17,27,64,13,19,31100000,4150000,28.4,27.5,0.0,0.0,4,1,15,9,9,15,0,4,5,4,16,8,7,1,0
2013,7,14,0,7,23,23,25,18,27,3,7,13,42250000,25800000,26.4,28.6,0.0,1.0,17,5,13,13,13,10,2,2,1,4,13,9,9,2,2
2013,7,28,0,9,23,73,25,10,27,65,10,15,25750000,26650000,27.8,25.9,0.0,0.0,7,3,12,16,16,12,2,5,0,3,25,11,13,3,0
2013,8,18,0,15,23,3,25,13,27,48,4,3,40250000,5250000,28.3,25.3,0.0,0.0,15,3,9,10,9,8,2,5,0,2,17,6,5,1,1
2013,9,8,0,19,23,58,25,2,27,66,5,20,16600000,3900000,26.9,26.1,0.0,0.0,7,2,21,14,14,21,3,4,1,0,20,6,11,1,0
2013,9,15,0,21,23,0,25,19,27,29,6,10,35500000,5400000,27.9,27.6,0.0,0.0,8,5,8,15,14,7,1,13,2,1,20,12,2,3,2
2013,9,22,0,23,23,58,25,1,27,24,7,1,17500000,23600000,28.6,27.4,0.0,0.0,8,2,11,12,12,9,1,2,3,2,18,15,9,7,0
2013,10,10,4,27,31,0,25,6,27,13,9,3,20750000,5900000,28.2,25.4,0.0,0.0,4,5,17,19,17,16,0,2,2,0,15,9,5,6,0
2013,10,20,0,30,23,62,25,27,27,53,10,18,34000000,3650000,27.3,27.9,0.0,0.0,4,3,9,11,11,9,3,4,5,0,18,7,9,1,1
2013,11,10,0,33,23,11,25,3,27,0,10,15,22700000,20750000,28.1,30.3,0.0,0.0,4,7,18,11,11,18,3,5,0,1,20,13,9,6,1
2013,11,17,0,35,23,17,25,9,27,1,10,18,22700000,7000000,28.1,27.8,0.0,0.0,4,6,19,12,12,17,4,3,5,2,15,9,8,3,0
2013,12,1,0,37,23,58,25,11,27,67,10,11,22200000,32300000,28.4,28.9,0.0,0.0,3,2,25,6,5,24,0,2,0,1,15,8,8,1,0
2013,6,2,0,3,32,60,16,24,65,38,4,16,13200000,4250000,28.3,25.5,0.0,1.0,2,14,7,17,15,7,4,2,0,2,7,21,3,9,2
2013,7,21,0,8,32,36,16,5,65,68,5,18,12100000,17850000,29.9,27.6,0.0,0.0,12,1,6,15,14,6,0,4,4,0,24,6,14,3,1
2013,9,11,3,10,33,5,16,4,65,69,6,10,35600000,9400000,26.3,24.5,0.0,1.0,2,10,15,4,4,13,3,0,1,3,11,26,5,12,2
2013,8,18,0,15,33,29,16,18,65,3,8,12,39950000,18550000,27.7,29.5,0.0,0.0,2,5,12,7,6,10,2,2,1,1,13,9,6,3,0
2013,9,5,4,18,33,49,16,23,65,12,8,5,35800000,22250000,28.5,28.8,0.0,0.0,6,7,15,23,23,15,2,7,5,1,22,14,9,5,1
2013,9,22,0,23,33,47,16,17,65,49,5,18,32800000,4050000,29.2,29.6,0.0,0.0,7,2,20,24,22,18,6,5,1,1,18,13,6,3,2
2013,5,30,4,2,3,28,3,12,44,5,17,8,4200000,4700000,26.4,26.5,0.0,2.0,10,7,18,18,18,18,5,5,5,1,20,23,9,10,2
2013,10,6,0,26,32,16,16,3,66,0,9,10,32300000,14900000,28.3,25.4,0.0,0.0,4,3,11,10,10,10,3,3,2,2,12,14,8,3,1
2013,11,24,0,36,32,55,16,13,66,70,11,16,32300000,6500000,28.9,27.3,0.0,0.0,7,2,17,19,17,15,1,4,2,2,12,13,6,7,0
2013,6,8,6,5,34,15,27,5,5,63,9,20,4650000,15750000,26.0,26.2,0.0,1.0,7,5,15,11,11,14,4,3,2,2,15,12,4,4,2
2013,7,14,0,7,34,16,27,19,5,29,17,12,5850000,5000000,26.6,25.2,0.0,0.0,9,2,17,18,18,16,3,2,2,1,13,18,6,8,0
2013,8,4,0,11,34,31,27,23,5,12,16,9,4900000,31250000,27.0,27.0,0.0,2.0,9,1,11,18,17,11,1,6,3,1,20,7,6,3,2
2013,8,8,4,12,34,47,27,1,5,24,17,2,4150000,16350000,26.7,26.0,0.0,1.0,5,1,13,10,9,11,1,2,0,2,13,10,6,6,2
2013,9,4,3,10,35,0,3,10,48,65,18,16,4150000,22900000,27.3,26.1,0.0,0.0,2,5,13,12,12,13,2,1,1,1,10,12,7,3,2
2013,8,17,6,15,35,2,3,3,48,0,20,14,5200000,25300000,27.3,26.6,0.0,0.0,7,3,19,10,8,19,2,10,1,1,21,9,5,5,2
2013,9,6,5,18,35,15,3,9,48,14,20,13,4350000,8300000,26.0,25.0,0.0,0.0,16,3,14,10,10,14,4,5,1,3,27,11,12,2,2
2013,6,9,0,5,36,28,7,19,26,29,8,14,19900000,4500000,27.2,28.7,0.0,0.0,8,1,9,10,9,9,1,4,2,0,20,9,10,5,1
2013,7,21,0,8,2,5,7,9,26,14,9,16,35000000,7850000,28.9,26.9,0.0,1.0,7,5,12,9,8,12,2,2,3,6,14,9,7,5,2
2013,9,12,4,20,35,33,3,16,67,26,20,4,3750000,17500000,27.0,27.6,0.0,1.0,6,2,8,11,10,7,8,5,7,1,25,12,13,2,2
2013,9,22,0,23,35,16,3,5,67,63,20,17,4150000,16000000,26.4,25.8,0.0,0.0,2,5,19,15,14,18,5,1,0,0,11,13,4,5,0
2013,5,30,4,2,8,46,9,9,0,65,4,7,17200000,8800000,26.9,27.1,0.0,0.0,7,2,14,12,12,13,3,11,3,1,24,12,8,3,1
2013,6,6,4,4,8,51,9,19,0,29,1,17,30150000,5600000,27.9,28.1,0.0,1.0,10,4,16,13,11,16,1,4,0,5,20,14,11,7,2
2013,9,22,0,23,10,31,11,16,0,26,10,4,5600000,20800000,27.7,26.8,0.0,0.0,7,4,10,23,21,9,3,4,0,3,15,11,5,2,0
2013,10,18,5,29,10,28,11,8,0,47,7,2,5150000,12050000,26.2,28.3,0.0,0.0,3,7,9,13,13,9,5,1,0,0,11,24,7,8,1
2013,11,3,0,32,10,53,11,23,0,12,6,11,5150000,22700000,26.5,28.1,0.0,0.0,3,7,9,10,10,9,6,7,2,2,18,16,7,4,0
2013,11,14,4,34,10,49,11,1,0,24,6,1,5100000,22100000,27.0,27.4,0.0,1.0,4,5,10,10,9,10,1,2,2,0,15,17,7,8,2
2013,10,17,4,29,34,75,27,17,60,49,17,18,5000000,4450000,27.5,28.0,0.0,2.0,4,4,14,11,9,14,3,3,2,2,19,8,10,1,2
2013,6,9,0,5,25,61,26,8,68,47,17,5,4050000,10100000,26.3,28.4,0.0,2.0,15,1,15,15,14,15,0,7,2,2,24,7,8,4,2
2013,7,6,6,6,35,13,3,26,69,45,17,18,4000000,4000000,26.0,28.1,0.0,2.0,7,3,12,12,10,12,2,5,0,0,23,12,12,4,2
2013,7,28,0,9,35,54,3,11,69,71,19,4,4950000,12600000,26.8,29.0,0.0,0.0,6,1,14,21,21,13,1,3,3,1,20,9,7,3,1
2013,8,10,6,13,35,76,3,18,69,3,19,14,5450000,21350000,27.7,30.5,0.0,0.0,8,2,12,19,18,12,6,4,4,0,13,15,2,2,0
2013,7,21,0,8,29,2,11,24,2,38,2,11,4900000,6100000,27.6,25.2,0.0,0.0,4,7,9,20,18,7,5,0,3,2,11,21,4,6,0
2013,8,4,0,11,10,46,11,17,2,49,6,20,4550000,5350000,26.5,29.5,0.0,0.0,7,5,16,23,23,15,2,3,1,1,15,14,6,5,1
2013,8,15,4,14,10,58,11,26,2,45,8,14,4450000,3900000,25.7,26.9,0.0,1.0,2,7,14,11,10,14,1,4,2,1,12,10,4,1,1
2013,9,1,0,17,10,33,11,27,2,72,11,16,5450000,4900000,26.7,27.5,0.0,1.0,8,13,17,19,19,16,2,2,1,4,15,19,5,8,2
2013,7,28,0,9,2,3,2,8,70,47,18,1,18350000,11100000,27.6,26.9,0.0,1.0,8,9,8,13,12,7,4,1,2,1,12,14,7,5,0
2013,8,8,4,12,37,75,2,17,70,49,18,20,12600000,5350000,27.4,29.5,0.0,0.0,5,4,8,8,8,6,6,6,5,0,26,15,12,1,0
2013,8,18,0,15,37,17,2,10,70,65,16,18,14600000,36150000,27.6,26.3,0.0,0.0,5,3,18,9,9,17,2,8,3,0,27,9,13,2,0
2013,8,24,6,16,2,49,2,16,70,26,15,4,9650000,19800000,27.6,26.9,0.0,1.0,5,9,18,8,8,17,2,5,1,4,12,18,5,7,2
2013,6,6,4,4,7,48,8,11,71,71,19,8,5000000,14700000,29.4,26.9,0.0,1.0,2,9,16,24,24,15,8,2,5,1,10,22,4,3,0
2013,5,26,0,1,25,77,26,10,52,20,16,4,4450000,21300000,27.1,26.5,0.0,2.0,11,1,25,9,8,24,5,2,2,3,17,15,9,3,2
2013,8,1,4,10,7,67,8,27,52,32,20,14,4650000,5250000,29.2,26.4,0.0,0.0,8,4,16,13,13,13,2,3,0,1,11,10,6,3,0
2013,8,18,0,15,7,28,8,8,52,47,19,1,3700000,11100000,26.7,27.0,0.0,0.0,10,1,12,12,12,12,3,4,0,3,19,11,10,3,2
2013,10,11,5,27,7,78,8,19,52,29,14,11,4250000,5450000,29.5,26.6,0.0,1.0,8,3,9,5,4,9,1,6,0,1,20,14,7,3,2
2013,10,20,0,30,7,60,8,12,52,20,16,6,3900000,4400000,29.2,26.3,0.0,1.0,6,4,17,10,10,17,3,4,1,1,23,16,9,6,0
2013,10,27,0,31,21,62,8,5,52,63,16,13,4350000,14300000,27.2,28.2,0.0,0.0,7,2,14,17,16,14,5,4,5,1,15,18,8,7,0
2013,11,9,6,33,7,17,8,13,52,73,17,13,4150000,6350000,29.1,27.2,0.0,0.0,2,6,12,13,13,10,2,5,0,3,18,15,7,5,0
2013,12,8,0,38,7,55,8,16,52,26,17,2,4200000,24550000,29.5,27.8,0.0,0.0,2,6,8,17,17,8,2,2,0,0,12,13,4,4,0
2013,5,25,6,1,15,22,17,17,72,64,7,20,6850000,4000000,26.3,29.4,0.0,0.0,4,0,13,18,18,13,1,4,2,0,13,10,7,4,1
2013,6,6,4,4,38,65,17,18,72,3,14,9,9100000,15550000,27.2,29.6,0.0,0.0,5,1,13,18,17,11,2,7,0,1,18,12,5,4,1
2013,7,7,0,6,8,65,9,4,72,69,6,14,40650000,19700000,28.6,26.5,0.0,0.0,5,6,10,17,16,10,4,2,5,3,15,16,10,6,2
2013,7,20,6,8,8,13,9,1,72,24,13,4,37750000,17550000,28.3,25.2,0.0,0.0,5,4,13,12,10,12,3,6,1,7,15,14,4,2,2
2013,7,25,4,12,8,11,9,11,72,71,15,9,38250000,32600000,27.7,29.3,0.0,1.0,5,7,11,5,5,11,7,3,1,1,15,17,8,4,2
2013,9,6,5,18,8,48,9,27,72,72,15,14,20550000,4800000,26.9,27.2,0.0,2.0,6,1,12,17,17,11,3,1,0,1,7,8,5,1,2
2013,9,29,0,24,8,13,9,16,14,26,14,4,30150000,22800000,27.2,26.5,0.0,0.0,3,3,9,14,14,8,2,3,1,1,14,13,9,4,2
2013,10,13,0,28,8,16,9,23,14,12,15,9,18900000,22000000,26.3,28.5,0.0,0.0,4,6,13,29,29,13,3,4,1,1,15,16,7,5,0
2013,11,14,4,34,39,28,9,5,14,63,8,12,24650000,15800000,26.3,27.9,0.0,0.0,6,4,8,6,6,6,3,2,2,1,22,13,10,4,1
2014,5,25,0,7,13,3,15,23,73,68,8,10,2150000,27250000,27.9,26.8,1.0,2.0,3,9,18,10,10,19,5,3,1,0,4,5,4,5,2
2014,7,17,4,10,13,51,15,8,73,13,10,13,2200000,16800000,27.5,26.7,1.0,0.0,8,2,11,7,7,14,4,6,3,0,4,4,7,5,1
2014,8,17,0,15,13,77,15,6,73,74,8,7,4700000,10700000,27.2,24.5,1.0,1.0,3,6,14,28,30,14,5,2,0,0,2,10,9,3,0
2014,9,11,4,20,35,67,15,4,73,29,8,9,6100000,32050000,27.9,27.0,1.0,1.0,8,8,7,10,10,7,6,3,0,0,7,11,3,3,1
2014,10,12,0,28,13,0,15,12,73,20,9,19,11400000,6100000,28.9,28.2,1.0,2.0,13,4,10,12,12,10,5,7,0,0,8,5,5,1,2
2014,12,7,0,38,35,48,15,10,73,11,11,2,10000000,32000000,26.5,26.1,1.0,0.0,10,1,7,8,8,9,2,4,2,0,5,2,7,1,1
2014,4,19,6,1,14,65,16,12,26,20,6,18,13750000,3500000,29.4,26.3,1.0,0.0,10,6,13,15,14,13,5,6,1,0,17,13,5,4,1
2014,5,25,0,7,32,49,16,1,26,24,4,1,12800000,22200000,27.7,28.3,1.0,1.0,10,0,9,15,15,7,4,5,3,0,22,9,12,3,2
2014,5,28,3,8,32,58,16,28,26,75,7,18,12550000,1200000,28.0,27.6,1.0,0.0,11,4,17,16,16,17,1,4,0,0,4,2,7,3,1
2014,9,14,0,21,14,11,16,8,26,13,4,14,14900000,10350000,27.9,28.4,1.0,0.0,6,0,16,19,19,18,2,4,2,0,4,1,4,2,1
2014,9,25,4,24,14,5,16,27,26,75,3,19,15600000,7900000,29.4,26.6,1.0,0.0,5,3,16,18,18,17,2,3,1,0,3,2,6,2,1
2014,11,22,6,36,14,3,16,18,26,76,6,4,14500000,7650000,27.9,25.7,1.0,1.0,4,4,11,15,15,9,1,2,0,0,13,15,7,9,1
2014,11,29,6,37,14,17,16,0,26,14,4,16,13600000,9250000,26.9,26.2,1.0,1.0,1,10,16,14,12,12,2,2,0,0,5,18,1,7,1
2014,8,3,0,13,16,15,18,14,60,77,20,5,2650000,2700000,28.6,28.0,1.0,0.0,8,2,13,11,11,14,3,2,1,0,4,5,9,3,1
2014,8,17,0,15,16,58,18,18,60,76,19,6,5950000,25650000,27.6,28.6,1.0,1.0,5,3,13,7,7,16,1,2,3,0,3,1,4,4,0
2014,8,21,4,16,16,45,18,8,60,13,19,12,5450000,11800000,26.6,28.5,1.0,0.0,2,5,17,18,17,15,0,7,2,0,17,9,6,7,1
2014,9,11,4,20,16,29,18,3,60,38,14,5,3400000,21400000,25.0,27.0,1.0,0.0,4,8,9,12,11,9,0,2,1,0,16,17,11,11,0
2014,10,19,0,29,16,3,18,13,60,48,15,19,5250000,7900000,26.1,27.7,1.0,0.0,17,2,14,20,19,14,4,3,0,0,16,10,8,5,1
2014,11,23,0,36,16,54,18,12,60,20,13,17,5100000,6650000,24.4,27.5,1.0,0.0,4,4,17,5,5,18,1,3,1,0,6,3,6,2,1
2014,4,27,0,2,40,48,19,18,20,76,17,10,8800000,29300000,22.0,29.4,2.0,0.0,2,4,17,16,14,17,4,4,1,0,15,22,5,13,1
2014,9,11,4,20,37,79,0,10,16,11,12,2,9500000,40950000,28.6,27.6,2.0,3.0,7,4,14,9,9,15,7,9,1,0,5,4,5,2,2
2014,9,18,4,22,2,80,0,24,16,56,14,19,10950000,6900000,28.8,27.0,2.0,1.0,9,2,14,20,20,16,3,1,2,0,4,5,5,2,2
2014,5,17,6,5,1,11,1,13,21,17,5,17,30700000,7500000,29.0,27.7,2.0,1.0,11,2,10,11,11,10,2,5,3,0,21,9,7,4,1
2014,10,4,6,26,1,5,1,11,21,33,1,2,29350000,16900000,26.5,28.9,2.0,0.0,13,5,12,16,15,11,1,5,0,0,17,6,5,4,1
2014,11,2,0,32,1,22,1,8,21,13,1,18,28600000,8700000,27.3,26.4,2.0,0.0,2,7,12,19,19,13,3,4,1,0,6,4,6,4,1
2014,9,14,0,21,41,81,20,7,50,53,20,12,6900000,4300000,27.0,25.0,2.0,0.0,6,4,12,14,14,14,1,4,2,0,4,3,6,4,1
2014,8,31,0,18,4,57,4,6,18,74,13,9,6100000,9300000,24.6,24.2,2.0,0.0,2,5,8,12,12,8,0,1,0,0,2,1,8,10,1
2014,10,11,6,28,4,69,4,13,18,48,10,17,7400000,9300000,25.6,27.3,2.0,0.0,1,8,13,17,12,12,3,3,0,0,10,13,4,4,1
2014,12,7,0,38,4,82,4,28,18,78,14,15,4900000,4100000,24.5,29.2,2.0,1.0,3,8,13,17,17,13,3,1,0,0,9,15,4,9,1
2014,5,10,6,4,23,58,5,19,74,31,16,4,9800000,2950000,26.9,27.2,2.0,0.0,9,3,17,14,14,24,2,7,7,0,8,2,9,1,1
2014,6,1,0,9,6,83,6,27,46,79,10,12,11400000,5600000,24.7,29.1,2.0,0.0,6,6,14,15,15,14,1,4,0,0,7,2,6,3,1
2014,9,14,0,21,6,5,6,13,20,48,10,16,35350000,8700000,26.2,26.9,2.0,0.0,5,5,10,16,16,9,3,1,2,0,20,17,10,8,1
2014,4,19,6,1,2,17,7,7,40,80,2,20,34200000,1550000,28.7,25.8,2.0,0.0,4,5,15,17,17,15,2,4,0,0,7,2,4,5,1
2014,8,3,0,13,2,13,7,19,40,31,2,7,30000000,3450000,29.6,26.2,2.0,0.0,7,2,22,13,13,19,0,6,2,0,19,6,9,5,1
2014,8,24,0,17,2,11,7,14,40,77,5,6,27200000,5100000,28.4,27.7,2.0,0.0,9,2,12,18,15,12,1,6,3,0,21,7,12,2,1
2014,9,7,0,19,2,62,7,1,40,24,5,1,26500000,27200000,28.6,27.6,2.0,2.0,3,9,13,12,12,13,5,11,0,0,3,4,5,1,0
2014,9,13,6,21,2,22,7,0,40,14,6,15,28000000,5250000,27.2,25.1,2.0,0.0,2,3,16,13,11,16,3,4,3,0,15,13,8,7,1
2014,4,20,0,1,8,23,9,8,14,13,1,19,36850000,21100000,27.2,28.4,2.0,0.0,3,5,12,15,13,12,1,4,4,0,21,5,9,2,1
2014,9,7,0,19,8,84,9,14,14,77,3,7,41750000,5600000,27.7,27.6,2.0,0.0,5,5,13,8,8,15,0,2,2,0,2,1,7,5,1
2014,10,27,1,31,8,84,9,19,14,31,2,9,29050000,6200000,29.6,25.4,2.0,0.0,5,2,14,14,14,16,2,7,2,0,7,2,8,6,1
2014,10,10,5,27,42,17,28,11,48,33,16,2,4900000,10100000,26.7,29.8,2.0,0.0,4,7,11,15,14,10,5,1,1,0,13,17,10,8,1
2014,7,18,5,10,43,48,25,11,70,33,5,4,30000000,11250000,27.2,29.7,2.0,0.0,7,5,11,15,15,13,3,6,2,0,6,4,3,6,1
2014,9,11,4,20,9,85,10,28,51,78,18,15,9800000,4600000,27.3,27.5,2.0,0.0,2,1,9,10,9,9,2,2,2,0,17,3,11,1,1
2014,4,27,0,2,18,51,11,6,0,81,18,5,3950000,3800000,24.3,24.2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,10,9,4,27,10,3,11,19,0,31,18,10,6100000,7400000,27.8,25.5,2.0,0.0,7,3,17,20,19,17,6,2,0,0,3,7,7,7,0
2014,9,26,5,24,20,86,13,4,75,29,6,9,17950000,35500000,28.0,27.3,2.0,0.0,3,5,16,16,16,17,5,4,1,0,5,7,7,5,1
2014,11,20,4,35,20,87,13,5,75,0,6,8,21950000,11750000,27.1,26.6,2.0,0.0,9,7,12,13,11,11,5,6,0,0,19,17,7,8,1
2014,5,3,6,3,37,22,14,1,76,24,5,4,3750000,15500000,23.6,27.5,2.0,1.0,5,2,10,13,13,9,1,2,0,0,17,7,8,5,2
2014,10,19,0,29,12,53,14,5,64,0,13,10,9800000,12250000,26.0,28.0,2.0,1.0,16,1,4,17,17,5,1,4,1,0,5,1,10,1,1
2014,10,4,6,26,34,51,27,18,77,76,19,4,4400000,18550000,27.3,27.1,2.0,1.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1
2014,10,12,0,28,34,3,27,4,77,29,20,8,4950000,30200000,26.3,25.4,2.0,0.0,4,4,15,18,17,11,3,3,0,0,13,14,6,4,1
