ano_campeonato,mes,dia,week_day,rodada,estadio,arbitro,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante,winner
2011,8,7,0,15,20,31,22,3,41,33,20,7,2800000,17650000,26.2,27.3,1.0,0.0,5,4,20,14,13,19,3,3,2,0,15,11,6,6,1
2011,8,18,4,17,20,0,22,10,41,1,20,3,2900000,25700000,26.6,27.5,0.0,0.0,6,3,15,17,16,14,5,4,3,1,14,9,5,3,0
2011,8,27,6,19,20,2,22,25,41,28,20,12,2900000,5400000,26.2,29.0,1.0,0.0,5,1,14,27,26,14,2,1,1,3,14,11,8,4,2
2011,9,10,6,23,20,7,22,20,41,36,20,18,3500000,4750000,26.9,25.4,2.0,0.0,7,4,11,24,24,10,3,2,0,1,11,13,6,7,0
2011,9,21,3,25,20,53,22,4,41,11,20,9,2900000,55950000,30.0,26.4,0.0,0.0,3,5,16,9,9,16,2,3,2,1,8,13,2,6,2
2011,10,8,6,28,20,25,22,18,41,3,20,18,3100000,9100000,28.9,25.8,0.0,0.0,5,10,17,12,12,17,2,3,4,1,8,13,2,8,0
2011,10,12,3,29,20,3,22,21,41,39,20,15,2950000,4650000,27.3,28.5,1.0,0.0,3,6,15,12,11,15,3,3,0,1,11,13,6,6,1
2011,11,16,3,35,20,11,22,8,41,5,19,6,3600000,19400000,28.1,28.7,2.0,0.0,4,3,17,23,19,16,3,2,1,0,15,8,9,1,1
2011,11,27,0,37,20,22,22,6,41,9,19,18,3400000,6900000,28.6,26.7,1.0,0.0,3,1,16,15,15,13,3,1,1,1,13,7,5,4,1
2011,5,22,0,1,5,46,5,8,42,5,7,14,18950000,15250000,26.1,25.0,0.0,0.0,4,5,17,14,13,16,2,0,1,2,6,20,1,7,1
2011,6,4,6,3,5,3,5,6,42,1,6,19,16700000,7100000,26.3,26.2,0.0,0.0,5,9,8,9,8,7,3,3,0,2,19,16,12,7,1
2011,6,19,0,5,5,45,5,20,42,23,3,20,15000000,5250000,28.1,25.4,4.0,0.0,3,8,15,21,21,15,3,1,0,3,9,7,6,2,1
2011,6,30,4,7,5,44,5,25,42,27,3,13,13200000,5400000,27.2,28.3,2.0,0.0,2,5,15,16,16,15,3,1,2,1,6,19,0,9,1
2011,7,10,0,9,5,29,5,4,42,11,4,9,11650000,20150000,26.4,26.4,3.0,0.0,3,4,24,26,25,23,1,4,0,0,14,10,4,3,1
2011,7,20,3,10,5,0,5,5,42,0,3,2,15450000,27200000,26.3,28.8,0.0,0.0,9,3,15,20,19,14,2,8,0,2,26,4,12,2,0
2011,8,6,6,15,5,17,5,16,42,17,5,13,19600000,22450000,27.0,26.9,0.0,0.0,7,3,13,17,17,9,0,3,2,0,18,9,8,5,0
2011,8,18,4,17,5,11,5,24,42,18,6,13,18900000,5400000,27.3,25.7,0.0,0.0,2,3,19,15,15,18,1,2,1,0,14,14,6,5,0
2011,9,4,0,21,5,0,5,1,42,41,6,11,16450000,10900000,25.8,27.4,0.0,0.0,2,5,20,19,17,19,1,5,1,1,15,7,4,4,0
2011,9,22,4,25,5,57,5,21,42,39,8,16,18350000,4750000,25.8,29.4,1.0,0.0,0,4,15,25,23,15,0,1,2,2,9,13,6,8,1
2011,11,27,0,37,5,29,5,10,42,8,12,7,16000000,29450000,26.0,27.1,0.0,0.0,11,4,10,22,21,10,1,5,0,0,17,1,7,0,1
2011,7,10,0,9,22,23,24,23,31,12,15,1,5400000,21150000,28.4,27.1,0.0,0.0,5,3,10,11,10,9,3,1,1,2,17,6,10,2,2
2011,7,27,3,12,22,25,24,1,31,44,17,7,5000000,17850000,28.6,28.4,1.0,0.0,4,4,14,14,13,14,3,2,4,2,12,9,6,3,1
2011,5,21,6,1,2,11,2,20,7,34,1,20,28750000,4880000,25.5,25.8,1.0,0.0,7,5,15,10,10,12,4,4,0,3,15,12,6,2,1
2011,6,19,0,5,2,58,2,8,7,5,8,5,29900000,17100000,26.9,26.0,0.0,0.0,7,7,10,16,15,9,2,5,6,1,19,18,7,9,0
2011,6,25,6,6,2,16,2,18,7,14,8,5,21500000,15050000,27.7,26.1,0.0,0.0,4,5,15,16,15,15,4,4,2,0,18,12,8,5,1
2011,7,6,3,8,2,46,2,10,7,45,5,2,27200000,21550000,28.8,26.8,0.0,0.0,6,5,19,21,20,18,0,4,3,0,14,12,4,4,1
2011,7,23,6,11,2,18,2,21,7,13,3,11,18350000,4250000,27.5,28.8,1.0,0.0,7,5,13,9,9,13,2,1,2,1,10,9,5,3,0
2011,7,30,6,13,2,7,2,16,7,35,3,10,27200000,21450000,28.8,26.2,1.0,0.0,6,2,22,13,12,22,3,1,1,2,20,15,10,6,1
2011,8,6,6,15,2,22,2,13,7,24,2,10,24550000,5150000,27.6,28.4,0.0,0.0,8,3,10,16,14,10,3,1,4,1,16,11,9,5,1
2011,10,9,0,28,2,58,2,3,7,33,5,6,16850000,18100000,27.2,28.0,0.0,0.0,7,4,14,15,15,13,1,4,2,1,12,11,5,3,1
2011,10,12,3,29,2,55,2,0,7,42,3,10,25500000,14350000,27.6,24.9,0.0,0.0,8,2,19,13,12,19,3,2,3,1,15,10,7,3,0
2011,10,23,0,31,2,49,2,4,7,11,4,13,17550000,59050000,27.7,25.0,0.0,0.0,8,3,14,15,15,13,2,4,4,0,20,12,8,3,0
2011,11,27,0,37,2,12,2,11,7,14,5,4,25850000,22300000,27.6,27.3,1.0,0.0,5,6,12,21,19,13,4,2,5,0,16,14,11,5,1
2011,6,11,6,4,8,49,9,16,43,26,1,5,31600000,20600000,24.7,25.5,1.0,0.0,23,0,10,20,19,9,0,13,1,0,37,6,16,2,1
2011,8,28,0,19,1,7,13,1,10,44,18,11,16950000,17950000,25.3,27.5,0.0,1.0,5,8,10,13,12,10,0,3,1,0,14,10,5,7,2
2011,10,2,0,27,1,51,13,21,10,39,17,15,9200000,4850000,26.5,28.6,1.0,1.0,7,3,12,19,17,12,4,4,1,3,16,16,8,8,0
2011,8,3,3,14,23,52,25,22,27,37,1,20,19350000,2400000,26.5,26.8,1.0,1.0,2,6,16,22,21,16,3,5,0,0,11,15,3,8,1
2011,8,14,0,16,23,49,25,21,27,13,2,15,23900000,5150000,27.6,27.5,2.0,1.0,5,8,18,4,3,15,7,1,2,0,12,30,7,13,0
2011,8,31,3,20,23,11,25,16,27,17,1,14,19050000,20800000,28.4,25.9,1.0,1.0,9,1,14,14,11,13,1,0,0,1,14,7,8,3,1
2011,9,8,4,22,23,46,25,5,27,0,1,5,25100000,25400000,28.5,28.9,0.0,1.0,1,5,18,26,26,16,3,2,2,3,9,12,7,4,1
2011,9,18,0,24,23,16,25,4,27,11,1,11,25300000,57950000,28.1,26.5,1.0,1.0,5,1,14,15,15,14,0,4,2,2,11,4,4,3,2
2011,10,30,0,32,23,0,25,20,27,36,2,19,20500000,3750000,27.2,27.2,0.0,1.0,0,1,22,15,13,22,4,2,0,4,8,10,2,5,1
2011,5,28,6,2,19,5,21,18,44,14,20,2,5950000,13800000,25.7,26.1,1.0,1.0,2,9,14,9,8,13,8,3,1,1,9,18,3,4,2
2011,7,10,0,9,2,59,7,5,26,0,10,2,17650000,27200000,26.9,28.8,0.0,1.0,8,5,14,11,11,13,3,4,1,0,15,10,6,4,2
2011,9,3,6,21,2,18,7,25,26,28,10,9,17900000,5800000,25.8,28.7,0.0,1.0,9,2,16,15,15,15,1,3,1,1,12,11,7,2,1
2011,9,21,3,25,2,45,7,20,26,36,6,19,22400000,4250000,25.8,26.8,2.0,1.0,4,0,24,21,21,23,2,5,2,0,16,7,9,3,1
2011,10,1,6,27,2,12,7,4,26,11,6,9,23200000,62400000,25.9,25.8,1.0,1.0,3,4,13,12,12,13,0,2,0,0,10,8,6,5,1
2011,10,13,4,29,2,18,7,13,26,24,6,9,22400000,4850000,27.1,27.6,1.0,1.0,7,2,23,18,17,22,2,5,1,1,12,7,4,5,1
2011,11,12,6,34,2,23,7,22,26,37,3,20,20300000,3300000,25.6,28.0,0.0,1.0,6,6,15,17,16,15,6,2,3,1,9,19,3,7,2
2011,8,14,0,16,17,2,19,3,33,33,13,9,19150000,21550000,26.2,26.5,2.0,1.0,3,8,19,21,19,17,2,2,2,3,6,10,1,5,1
2011,8,28,0,19,17,5,19,11,33,14,14,7,22100000,17000000,25.6,27.3,1.0,1.0,4,5,16,16,16,16,6,3,0,3,8,8,1,1,1
2011,11,13,0,34,17,60,19,0,33,42,11,13,24750000,12500000,27.3,25.1,0.0,1.0,4,2,11,19,19,10,3,4,2,0,16,7,4,2,0
2011,11,19,6,36,17,24,19,21,33,46,11,18,20150000,5350000,25.3,28.5,1.0,1.0,5,4,13,16,16,10,2,3,1,0,8,10,4,4,2
2011,11,27,0,37,17,33,19,25,33,28,11,13,19300000,5300000,26.1,29.8,0.0,1.0,3,6,15,17,16,15,2,1,3,1,14,11,11,6,0
2011,6,12,0,4,0,51,0,13,2,24,12,14,17100000,5150000,26.0,26.4,2.0,1.0,5,7,22,16,15,21,2,3,1,1,11,16,0,9,1
2011,7,7,4,8,0,50,0,25,2,27,4,16,15300000,5400000,25.6,28.9,1.0,1.0,5,4,12,12,11,12,2,2,1,2,21,8,13,3,0
2011,7,20,3,10,0,11,0,23,2,12,5,1,19300000,20150000,26.7,27.1,0.0,1.0,5,2,12,20,20,12,3,1,0,0,9,11,3,5,2
2011,7,27,3,12,0,44,0,20,2,23,8,19,15950000,3950000,27.7,25.2,2.0,1.0,2,1,21,17,17,19,3,3,1,0,11,9,6,4,1
2011,10,8,6,28,0,51,0,24,2,44,4,14,17700000,4600000,25.1,24.2,0.0,1.0,1,7,20,18,17,20,4,0,1,0,9,14,5,7,0
2011,7,17,0,10,1,22,1,24,34,18,9,16,16800000,5300000,28.3,26.4,1.0,1.0,9,3,12,10,9,12,0,5,1,2,22,3,9,2,1
2011,8,3,3,14,1,2,1,5,34,0,8,2,18300000,26100000,27.1,28.9,0.0,1.0,4,5,10,12,11,8,5,3,2,2,7,11,2,4,2
2011,10,23,0,31,18,23,20,9,34,38,14,2,4600000,15850000,26.2,25.8,0.0,1.0,9,1,9,13,12,9,1,2,3,3,13,7,6,4,2
2011,11,5,6,33,18,12,20,10,34,8,14,7,4550000,31650000,25.2,24.5,0.0,1.0,5,2,18,14,13,17,1,5,3,0,15,5,8,0,1
2011,11,20,0,36,18,61,20,0,34,42,14,13,5450000,13500000,25.9,25.8,0.0,1.0,4,7,25,14,13,24,3,5,2,1,9,12,3,3,2
2011,12,4,0,38,18,23,20,21,34,46,15,17,5100000,5400000,24.5,29.1,2.0,1.0,2,1,16,15,15,15,1,5,2,0,15,6,5,2,1
2011,5,29,0,2,18,25,20,5,12,0,13,1,5350000,28750000,24.4,25.5,2.0,1.0,9,5,18,20,17,18,3,3,1,1,10,9,5,2,0
2011,6,29,3,7,18,31,20,23,12,12,12,2,3200000,16200000,26.9,26.9,0.0,1.0,7,2,20,15,13,19,3,3,2,1,12,7,4,4,2
2011,7,10,0,9,18,0,20,8,12,5,14,5,3750000,14250000,26.6,25.5,0.0,1.0,6,2,14,16,14,14,2,4,2,1,12,9,3,3,0
2011,8,14,0,16,18,24,20,11,12,14,12,7,5250000,19250000,27.0,26.1,0.0,1.0,8,3,17,18,17,17,4,2,4,5,6,9,3,4,0
2011,8,21,0,18,18,17,20,4,12,11,14,16,5400000,68300000,25.7,26.6,1.0,1.0,8,6,18,11,11,18,3,3,1,1,13,11,8,5,2
2011,9,7,3,22,12,5,14,0,28,42,19,6,8000000,16650000,24.7,26.2,1.0,1.0,3,5,14,12,12,12,4,0,0,1,7,11,3,4,0
2011,11,6,0,33,12,7,14,25,28,28,18,12,7050000,5300000,25.0,29.1,0.0,1.0,9,3,19,12,9,17,2,2,3,2,14,6,6,2,1
2011,9,25,0,26,21,5,23,13,45,24,16,10,4750000,4750000,28.6,26.8,2.0,1.0,10,10,18,14,14,17,6,7,3,0,23,12,10,3,1
2011,10,15,6,30,21,11,23,5,45,0,15,4,4650000,30000000,28.7,28.1,0.0,1.0,6,5,21,8,8,21,2,1,4,2,8,10,5,5,2
2011,5,21,6,1,6,31,6,11,14,43,10,11,9500000,15450000,23.6,26.7,1.0,1.0,5,1,17,13,11,17,3,7,4,0,21,9,11,4,0
2011,8,24,3,8,6,49,6,3,14,33,11,8,79000000,25000000,26.6,25.7,2.0,1.0,1,3,6,9,9,6,3,3,0,2,6,15,2,7,1
2011,7,16,6,10,6,26,6,18,14,14,10,14,18300000,9950000,24.4,27.2,2.0,1.0,9,0,14,15,14,14,0,2,1,2,20,3,10,2,1
2011,8,17,3,17,6,52,6,13,14,24,15,9,66400000,5100000,26.6,28.2,1.0,1.0,7,5,16,14,14,15,4,7,2,0,20,7,8,2,2
2011,8,28,0,19,6,16,6,10,14,1,15,3,72400000,32000000,26.1,25.6,0.0,1.0,7,6,25,13,11,25,2,3,0,1,13,9,6,4,0
2011,10,16,0,30,6,55,6,16,14,17,10,13,32550000,22150000,26.3,27.5,0.0,1.0,6,4,11,19,19,10,3,4,4,0,10,6,4,2,2
2011,11,17,4,35,6,28,6,25,14,28,10,12,74800000,6000000,25.4,28.3,0.0,1.0,3,2,16,16,16,16,3,6,2,3,20,8,7,2,0
2011,11,27,0,37,6,0,6,24,14,44,10,14,78800000,5050000,26.0,26.7,1.0,1.0,8,3,17,16,15,15,2,1,0,1,12,8,7,4,0
2011,6,29,3,7,17,41,19,20,11,23,14,20,15100000,4300000,25.8,25.3,0.0,1.0,5,5,16,20,20,14,2,5,1,0,13,10,4,5,0
2011,7,31,0,13,12,5,14,4,11,11,20,12,10800000,62900000,25.8,27.2,2.0,1.0,2,12,13,6,5,13,8,2,4,2,8,21,3,5,1
2011,8,17,3,17,12,58,14,1,11,44,18,10,8850000,17950000,25.5,27.5,1.0,1.0,8,10,16,17,16,16,5,2,2,0,12,13,8,6,1
2011,8,21,0,18,12,16,14,22,11,37,17,20,7750000,3150000,26.6,27.6,2.0,1.0,9,4,19,22,20,19,4,3,2,2,16,11,7,5,0
2011,5,29,0,2,12,48,14,16,1,26,19,12,8000000,19400000,26.2,24.9,0.0,1.0,4,8,17,13,11,16,2,6,1,1,15,7,3,3,2
2011,7,23,6,11,8,28,9,25,1,27,2,17,32700000,4900000,27.3,28.0,1.0,1.0,9,0,14,15,15,14,1,3,2,2,14,10,5,3,0
2011,8,13,6,16,8,17,9,6,1,26,3,19,30000000,9950000,25.3,24.4,1.0,1.0,9,2,19,13,12,17,2,2,2,1,19,6,6,1,0
2011,8,31,3,20,8,22,9,3,1,33,3,12,35600000,23100000,26.9,25.5,0.0,1.0,9,5,14,17,16,14,1,4,3,1,28,7,10,3,2
2011,9,7,3,22,8,3,9,18,1,3,2,17,32100000,15600000,25.3,26.3,1.0,1.0,6,6,9,12,12,9,4,1,5,2,15,9,8,3,1
2011,6,11,6,4,19,13,21,22,22,40,20,16,4900000,3550000,25.5,29.2,0.0,1.0,8,5,14,17,15,13,4,4,1,2,27,14,12,7,0
2011,6,26,0,6,19,29,21,3,22,33,20,13,5000000,23450000,25.2,27.4,0.0,1.0,8,7,12,22,22,12,3,5,3,2,15,13,6,7,2
2011,7,31,0,13,19,23,21,23,22,12,19,1,4200000,17600000,25.0,26.3,0.0,1.0,7,5,13,19,18,13,6,5,1,2,23,11,9,3,1
2011,6,8,3,3,1,31,13,10,15,45,1,3,13300000,30850000,26.9,25.2,0.0,1.0,3,9,14,16,16,14,5,3,1,3,12,24,3,9,2
2011,6,19,0,5,1,52,13,25,15,27,4,9,10500000,5400000,26.8,28.3,0.0,1.0,2,5,7,14,11,5,1,4,2,1,23,14,12,8,0
2011,8,21,0,18,14,51,16,5,15,0,7,2,21150000,25650000,27.5,27.8,0.0,1.0,8,9,10,11,11,9,3,5,0,0,23,10,7,3,0
2011,10,16,0,30,14,16,16,20,15,36,7,19,17250000,3650000,26.4,25.9,0.0,1.0,5,5,18,17,16,18,2,2,2,1,19,11,10,5,1
2011,7,27,3,12,17,3,19,22,35,9,11,18,24650000,1950000,27.5,25.4,0.0,1.0,5,7,9,12,11,8,5,2,0,2,10,18,6,8,0
2011,5,22,0,1,20,2,22,24,36,18,6,13,2700000,6150000,29.5,24.1,0.0,1.0,2,7,16,14,14,14,6,3,0,1,8,14,5,4,1
2011,6,18,6,5,20,2,22,1,36,3,14,17,3600000,22950000,29.0,27.1,0.0,1.0,9,9,12,19,17,11,8,4,2,3,11,25,6,11,0
2011,6,29,3,7,20,48,22,5,36,0,17,6,3550000,23850000,29.2,28.7,1.0,1.0,9,5,14,13,11,12,4,1,4,0,7,13,5,4,2
2011,6,4,6,3,21,7,23,8,16,5,11,8,4400000,15000000,29.3,25.4,1.0,1.0,5,8,17,10,10,17,4,4,2,0,14,12,6,5,0
2011,7,28,4,12,21,35,23,6,16,26,10,20,4250000,10000000,28.7,26.0,0.0,1.0,3,9,10,11,11,10,5,4,1,3,10,18,5,8,1
2011,8,3,3,14,21,26,23,20,16,23,10,18,4600000,4150000,28.6,25.5,0.0,1.0,8,4,18,4,4,17,0,2,1,0,11,9,6,4,2
2011,10,23,0,31,1,16,1,25,16,28,16,9,20300000,5200000,27.6,28.9,1.0,1.0,8,1,16,14,12,13,5,3,1,1,15,13,7,6,1
2011,11,20,0,36,1,0,1,6,16,9,16,17,17350000,7900000,28.3,26.0,1.0,1.0,7,7,11,11,10,11,7,1,1,3,5,17,2,6,0
2011,9,7,3,22,1,36,1,3,37,33,11,7,16200000,22550000,26.7,25.1,0.0,1.0,4,11,12,17,16,12,3,2,1,3,10,16,3,4,2
2011,9,25,0,26,1,45,1,9,37,38,15,1,19200000,14950000,29.6,27.4,0.0,1.0,5,8,17,13,13,17,2,5,3,0,20,14,5,8,2
2011,10,29,6,32,21,11,23,3,38,33,17,5,4000000,22500000,28.1,26.9,1.0,1.0,3,3,20,12,12,17,3,0,2,4,8,13,6,6,2
2011,11,13,0,34,21,62,23,4,38,11,16,10,4950000,10400000,28.2,24.4,2.0,1.0,7,6,14,11,10,13,7,1,3,5,14,23,8,7,2
2011,11,27,0,37,21,16,23,1,38,13,17,16,5500000,21350000,28.9,28.0,1.0,1.0,6,3,15,17,17,13,1,4,2,0,12,10,6,5,0
2011,5,22,0,1,2,13,7,10,20,45,18,4,23000000,27200000,28.4,25.1,0.0,1.0,4,4,19,18,13,17,4,4,0,0,10,24,3,10,2
2011,9,25,0,26,22,51,24,0,6,42,11,7,5950000,18150000,28.0,25.7,0.0,1.0,3,4,17,17,17,17,0,1,3,0,8,9,4,4,0
2011,11,13,0,34,22,3,24,24,6,44,12,14,5200000,4550000,29.0,25.5,0.0,1.0,6,3,16,27,26,15,3,6,0,0,14,25,5,14,2
2011,8,3,3,14,9,18,10,0,21,42,11,3,5450000,17100000,28.8,26.8,1.0,1.0,10,3,18,14,14,15,1,6,1,5,15,7,5,3,0
2011,10,30,0,32,9,62,10,22,21,37,10,20,5000000,3300000,26.9,28.4,2.0,1.0,9,12,13,15,13,10,3,1,2,1,5,21,1,11,1
2011,8,31,3,20,19,23,21,5,39,0,18,2,4500000,22200000,26.0,29.0,1.0,1.0,4,5,8,17,15,7,2,2,1,0,16,9,9,4,1
2011,9,18,0,24,19,12,21,0,39,42,19,8,4050000,18400000,26.1,27.2,1.0,1.0,5,3,15,26,24,15,3,3,1,5,10,8,5,4,0
2011,9,25,0,26,19,2,21,16,39,17,19,13,4100000,22650000,26.9,28.1,0.0,1.0,3,2,11,17,16,11,2,8,0,2,20,7,8,2,2
2011,10,22,6,31,19,31,21,8,39,5,19,3,3900000,18050000,27.0,27.7,2.0,1.0,2,5,9,22,21,7,6,1,0,2,12,13,7,4,1
2011,11,6,0,33,19,24,21,21,39,46,19,17,4250000,5300000,27.2,28.7,0.0,1.0,3,6,7,13,11,7,4,2,0,1,9,17,3,4,2
2011,9,22,4,25,15,12,17,25,40,28,1,11,12800000,5950000,27.0,28.9,1.0,1.0,7,6,7,16,14,7,5,0,0,0,7,15,3,5,0
2011,10,2,0,27,15,31,17,23,40,12,1,2,15950000,22900000,27.8,27.8,2.0,1.0,2,2,15,20,19,15,6,1,0,1,11,12,5,4,0
2011,9,4,0,21,20,31,22,9,41,38,20,2,3150000,12450000,26.7,27.7,2.0,1.0,5,2,8,13,13,7,6,7,1,1,15,16,6,5,1
2011,10,22,6,31,20,44,22,16,41,17,20,10,2950000,22150000,28.2,27.5,1.0,1.0,5,9,8,11,11,7,4,2,2,3,8,16,1,9,0
2011,11,6,0,33,20,53,22,23,41,12,20,2,3000000,25100000,28.5,28.4,1.0,1.0,7,0,14,18,17,13,1,8,0,0,21,3,5,1,1
2011,7,30,6,13,5,31,5,18,42,14,4,15,12100000,8700000,25.7,26.7,1.0,1.0,8,3,4,9,9,3,5,0,1,0,8,13,5,7,1
2011,8,28,0,19,5,29,5,23,42,12,6,1,20200000,19600000,26.7,27.9,1.0,1.0,14,0,12,19,18,12,2,4,0,0,18,2,9,0,1
2011,9,11,0,23,5,28,5,11,42,14,6,8,15950000,22650000,25.5,25.1,0.0,1.0,8,4,18,26,26,17,2,5,0,2,14,9,5,5,2
2011,10,1,6,27,5,15,5,22,42,37,8,20,17350000,3200000,26.0,28.6,1.0,1.0,11,4,6,8,8,6,1,9,0,1,23,9,6,6,0
2011,10,16,0,30,5,51,5,3,42,33,8,6,16700000,21700000,24.5,27.4,0.0,1.0,10,3,14,19,16,14,2,4,1,1,16,11,5,6,2
2011,11,6,0,33,24,28,5,13,42,24,13,10,14550000,4700000,25.5,27.1,0.0,1.0,2,5,7,22,22,7,2,2,3,0,11,12,4,6,2
2011,11,16,3,35,5,0,5,9,42,38,13,1,11800000,16100000,25.3,26.1,0.0,1.0,3,1,18,9,8,17,4,4,0,0,11,14,5,6,0
2011,12,4,0,38,0,52,0,3,46,33,9,3,17950000,21450000,28.4,27.2,1.0,1.0,7,3,8,15,15,8,4,3,3,0,21,13,11,3,0
2011,5,29,0,2,22,7,24,3,31,29,9,18,5800000,29800000,28.8,28.5,0.0,1.0,4,3,17,15,15,17,2,1,2,1,12,10,7,7,2
2011,6,12,0,4,22,2,24,21,31,13,15,13,5650000,4400000,27.9,28.5,2.0,1.0,6,5,12,15,15,11,3,3,0,2,18,12,10,5,1
2011,7,16,6,10,22,13,24,20,31,23,17,19,4900000,3850000,28.8,27.2,0.0,1.0,3,4,18,14,14,18,3,6,3,0,16,15,6,9,2
2011,6,5,0,3,2,13,2,23,7,12,5,4,22150000,16950000,27.9,26.9,1.0,1.0,3,2,18,16,16,18,2,4,0,3,22,16,10,10,0
2011,9,11,0,23,2,17,2,6,7,9,5,19,27650000,7550000,27.9,24.7,0.0,1.0,8,2,14,13,13,11,2,2,1,0,11,13,5,7,2
2011,9,24,6,26,2,36,2,22,7,37,6,20,20200000,3150000,27.1,28.2,0.0,1.0,8,2,12,16,15,12,2,5,1,2,15,11,7,5,1
2011,11,6,0,33,2,0,2,1,7,13,5,16,24850000,19800000,27.2,28.2,1.0,1.0,4,2,12,7,6,8,1,4,1,1,16,8,9,5,1
2011,6,29,3,7,8,22,9,8,43,5,1,4,26800000,15300000,25.1,25.5,0.0,1.0,9,7,10,9,9,10,2,3,2,3,16,9,8,6,2
2011,10,12,3,29,23,22,25,8,27,5,1,5,19650000,17400000,27.7,27.5,0.0,2.0,9,3,18,7,6,18,2,4,0,0,27,15,15,9,2
2011,7,17,0,10,14,48,16,10,47,1,6,4,19250000,25450000,27.4,27.5,0.0,2.0,3,7,17,18,17,16,5,1,0,0,16,15,7,5,2
2011,10,22,6,31,2,53,7,18,26,3,5,17,17700000,12550000,25.6,26.2,0.0,2.0,5,2,14,9,8,13,2,3,1,0,16,8,11,1,2
2011,11,16,3,35,2,51,7,16,26,17,4,11,21450000,21150000,27.1,28.4,1.0,2.0,6,1,22,15,14,22,2,6,0,1,16,6,6,3,1
2011,10,30,0,32,17,12,19,5,33,0,9,3,19950000,27650000,26.7,27.6,1.0,2.0,8,2,11,9,9,10,1,6,0,1,29,10,13,6,1
2011,8,13,6,16,0,11,0,22,2,37,6,20,19750000,3250000,27.4,26.3,1.0,2.0,6,3,9,10,10,9,3,2,0,2,13,14,7,4,1
2011,9,8,4,22,18,58,20,16,34,17,16,13,4400000,20700000,28.0,26.4,0.0,2.0,3,6,15,14,14,15,1,1,0,1,8,9,6,4,2
2011,7,31,0,13,20,58,22,13,28,24,18,14,2500000,5600000,24.9,28.7,0.0,2.0,8,1,11,10,9,9,0,3,4,0,22,4,10,2,2
2011,7,6,3,8,19,17,21,24,22,18,19,13,4750000,4150000,25.6,26.5,1.0,2.0,3,12,16,14,14,16,3,2,1,1,9,13,2,5,0
2011,9,7,3,22,14,29,16,22,15,37,9,20,22050000,3250000,25.6,26.7,4.0,2.0,9,4,18,13,13,16,1,1,0,6,9,5,3,3,1
2011,11,6,0,33,14,31,16,3,15,33,6,4,25550000,17750000,26.2,27.2,1.0,2.0,6,5,22,17,15,21,2,1,0,4,9,3,6,1,2
2011,10,12,3,29,19,2,21,25,39,28,19,12,4150000,5200000,25.6,28.9,1.0,2.0,5,8,24,16,16,23,4,2,1,0,12,12,6,3,0
2011,8,18,4,17,2,29,2,25,7,28,1,16,24700000,5500000,27.7,28.1,0.0,2.0,4,7,16,9,9,15,2,3,0,1,13,11,6,4,2
2011,7,27,3,12,6,11,6,5,14,0,12,3,62900000,23850000,27.2,28.7,3.0,3.0,4,6,8,16,16,8,5,1,4,3,11,15,4,9,2
2011,7,27,3,12,9,52,10,10,21,1,14,2,5700000,32700000,27.5,27.3,0.0,3.0,6,1,12,24,20,12,1,1,1,3,16,8,9,3,2
2011,9,4,0,21,2,28,2,24,7,44,4,16,18400000,4400000,28.7,28.0,1.0,3.0,6,6,13,15,15,13,3,2,3,1,8,7,3,3,2
2012,5,27,0,2,17,5,19,0,7,42,15,8,18550000,14550000,27.3,26.7,0.0,0.0,4,5,10,10,9,9,1,3,2,2,11,8,4,3,1
2012,7,1,0,7,17,2,19,18,7,3,5,2,13050000,19400000,27.2,27.9,0.0,1.0,11,7,12,16,15,11,2,4,2,1,15,12,3,0,2
2012,7,18,3,10,17,15,19,14,7,13,8,11,16300000,4300000,27.4,26.5,0.0,1.0,3,8,8,7,6,8,2,3,1,1,9,22,3,10,1
2012,7,25,3,12,17,23,19,3,7,33,4,3,17200000,25150000,27.7,25.9,0.0,0.0,3,11,11,17,17,11,5,4,0,1,11,19,3,11,1
2012,8,15,3,17,17,63,19,17,7,6,4,12,15650000,4350000,28.0,28.0,0.0,1.0,6,2,19,16,16,19,4,7,2,1,15,12,4,5,2
2012,9,13,4,24,17,13,19,2,7,23,3,13,15600000,3150000,27.0,26.0,0.0,0.0,14,2,13,13,13,13,0,2,2,5,9,6,3,4,1
2012,10,6,6,28,17,15,19,1,7,17,3,9,12700000,16200000,27.5,28.5,0.0,1.0,10,1,10,21,21,10,1,3,0,5,19,5,10,2,1
2012,10,14,0,30,17,36,19,8,7,47,3,8,10200000,9700000,26.6,26.1,0.0,0.0,4,5,16,20,20,14,1,1,6,0,12,14,7,6,0
2012,10,20,6,32,17,49,19,13,7,48,3,11,12650000,3350000,28.2,25.7,0.0,0.0,4,6,15,7,7,15,6,1,1,0,13,12,5,3,0
2012,11,3,6,34,17,11,19,26,7,49,3,11,12950000,3500000,25.5,26.2,0.0,0.0,5,4,16,19,19,16,3,3,2,3,13,18,5,8,1
